filename,emotion
365.wav,Neutral
366.wav,Happy
367.wav,Sad
368.wav,Neutral
369.wav,Angry
370.wav,Disgusted
371.wav,Disgusted
372.wav,Fearful
373.wav,Angry
374.wav,Fearful
375.wav,Happy
376.wav,Fearful
377.wav,Fearful
378.wav,Fearful
379.wav,Happy
380.wav,Angry
381.wav,Fearful
382.wav,Fearful
383.wav,Fearful
384.wav,Angry
385.wav,Sad
386.wav,Happy
387.wav,Angry
388.wav,Sad
389.wav,Fearful
390.wav,Angry
391.wav,Angry
392.wav,Fearful
393.wav,Fearful
394.wav,Fearful
395.wav,Angry
396.wav,Suprised
397.wav,Fearful
398.wav,Disgusted
399.wav,Disgusted
400.wav,Happy
401.wav,Happy
402.wav,Sad
403.wav,Angry
404.wav,Disgusted
405.wav,Neutral
406.wav,Angry
407.wav,Disgusted
408.wav,Fearful
409.wav,Neutral
410.wav,Fearful
411.wav,Neutral
412.wav,Happy
413.wav,Sad
414.wav,Angry
415.wav,Happy
416.wav,Neutral
417.wav,Fearful
418.wav,Sad
419.wav,Sad
420.wav,Angry
421.wav,Happy
422.wav,Sad
423.wav,Angry
424.wav,Fearful
425.wav,Fearful
426.wav,Angry
427.wav,Neutral
428.wav,Angry
429.wav,Sad
430.wav,Disgusted
431.wav,Neutral
432.wav,Suprised
433.wav,Happy
434.wav,Disgusted
435.wav,Fearful
436.wav,Angry
437.wav,Neutral
438.wav,Fearful
439.wav,Neutral
440.wav,Happy
441.wav,Disgusted
442.wav,Sad
443.wav,Suprised
444.wav,Fearful
445.wav,Angry
446.wav,Happy
447.wav,Fearful
448.wav,Fearful
449.wav,Sad
450.wav,Happy
451.wav,Neutral
452.wav,Happy
453.wav,Fearful
454.wav,Fearful
455.wav,Fearful
456.wav,Suprised
457.wav,Disgusted
458.wav,Sad
459.wav,Sad
460.wav,Neutral
461.wav,Fearful
462.wav,Happy
463.wav,Suprised
464.wav,Disgusted
465.wav,Sad
466.wav,Fearful
467.wav,Fearful
468.wav,Neutral
469.wav,Disgusted
470.wav,Sad
471.wav,Sad
472.wav,Suprised
473.wav,Happy
474.wav,Fearful
475.wav,Sad
476.wav,Neutral
477.wav,Happy
478.wav,Fearful
479.wav,Fearful
480.wav,Angry
481.wav,Disgusted
482.wav,Neutral
483.wav,Fearful
484.wav,Fearful
485.wav,Disgusted
486.wav,Neutral
487.wav,Fearful
488.wav,Happy
489.wav,Angry
490.wav,Neutral
491.wav,Neutral
492.wav,Fearful
493.wav,Happy
494.wav,Suprised
495.wav,Happy
496.wav,Fearful
497.wav,Neutral
498.wav,Sad
499.wav,Angry
500.wav,Disgusted
501.wav,Fearful
502.wav,Sad
503.wav,Angry
504.wav,Neutral
505.wav,Angry
506.wav,Fearful
507.wav,Disgusted
508.wav,Disgusted
509.wav,Disgusted
510.wav,Happy
511.wav,Fearful
512.wav,Disgusted
513.wav,Sad
514.wav,Disgusted
515.wav,Neutral
516.wav,Fearful
517.wav,Disgusted
518.wav,Neutral
519.wav,Sad
520.wav,Happy
521.wav,Sad
522.wav,Disgusted
523.wav,Neutral
524.wav,Fearful
525.wav,Neutral
526.wav,Disgusted
527.wav,Fearful
528.wav,Angry
529.wav,Neutral
530.wav,Neutral
531.wav,Fearful
532.wav,Disgusted
533.wav,Neutral
534.wav,Suprised
535.wav,Fearful
536.wav,Angry
537.wav,Disgusted
538.wav,Angry
539.wav,Fearful
540.wav,Disgusted
541.wav,Neutral
542.wav,Neutral
543.wav,Neutral
544.wav,Angry
545.wav,Happy
546.wav,Disgusted
547.wav,Sad
548.wav,Neutral
549.wav,Disgusted
550.wav,Sad
551.wav,Neutral
552.wav,Neutral
553.wav,Fearful
554.wav,Fearful
555.wav,Angry
556.wav,Happy
557.wav,Angry
558.wav,Fearful
559.wav,Angry
560.wav,Suprised
561.wav,Fearful
562.wav,Angry
563.wav,Angry
564.wav,Angry
565.wav,Fearful
566.wav,Neutral
567.wav,Angry
568.wav,Happy
569.wav,Sad
570.wav,Happy
571.wav,Sad
572.wav,Angry
573.wav,Angry
574.wav,Sad
575.wav,Angry
576.wav,Suprised
577.wav,Disgusted
578.wav,Fearful
579.wav,Disgusted
580.wav,Disgusted
581.wav,Neutral
582.wav,Happy
583.wav,Angry
584.wav,Fearful
585.wav,Fearful
586.wav,Angry
587.wav,Fearful
588.wav,Fearful
589.wav,Angry
590.wav,Neutral
591.wav,Angry
592.wav,Disgusted
593.wav,Neutral
594.wav,Disgusted
595.wav,Disgusted
596.wav,Sad
597.wav,Happy
598.wav,Neutral
599.wav,Angry
600.wav,Disgusted
601.wav,Suprised
602.wav,Fearful
603.wav,Neutral
604.wav,Angry
605.wav,Fearful
606.wav,Sad
607.wav,Fearful
608.wav,Fearful
609.wav,Suprised
610.wav,Angry
611.wav,Sad
612.wav,Neutral
613.wav,Disgusted
614.wav,Fearful
615.wav,Fearful
616.wav,Neutral
617.wav,Fearful
618.wav,Angry
619.wav,Happy
620.wav,Happy
621.wav,Disgusted
622.wav,Disgusted
623.wav,Happy
624.wav,Angry
625.wav,Happy
626.wav,Neutral
627.wav,Angry
628.wav,Angry
629.wav,Fearful
630.wav,Happy
631.wav,Angry
632.wav,Neutral
633.wav,Disgusted
634.wav,Neutral
635.wav,Happy
636.wav,Happy
637.wav,Angry
638.wav,Angry
639.wav,Disgusted
640.wav,Suprised
641.wav,Sad
642.wav,Neutral
643.wav,Neutral
644.wav,Disgusted
645.wav,Neutral
646.wav,Fearful
647.wav,Angry
648.wav,Sad
649.wav,Suprised
650.wav,Disgusted
651.wav,Fearful
652.wav,Disgusted
653.wav,Sad
654.wav,Angry
655.wav,Disgusted
656.wav,Fearful
657.wav,Angry
658.wav,Sad
659.wav,Happy
660.wav,Neutral
661.wav,Fearful
662.wav,Disgusted
663.wav,Disgusted
664.wav,Fearful
665.wav,Sad
666.wav,Fearful
667.wav,Happy
668.wav,Suprised
669.wav,Sad
670.wav,Neutral
671.wav,Disgusted
672.wav,Fearful
673.wav,Happy
674.wav,Happy
675.wav,Happy
676.wav,Happy
677.wav,Happy
678.wav,Sad
679.wav,Neutral
680.wav,Happy
681.wav,Happy
682.wav,Happy
683.wav,Fearful
684.wav,Happy
685.wav,Angry
686.wav,Sad
687.wav,Fearful
688.wav,Fearful
689.wav,Happy
690.wav,Angry
691.wav,Happy
692.wav,Angry
693.wav,Suprised
694.wav,Fearful
695.wav,Suprised
696.wav,Fearful
697.wav,Fearful
698.wav,Neutral
699.wav,Disgusted
700.wav,Neutral
701.wav,Fearful
702.wav,Happy
703.wav,Fearful
704.wav,Fearful
705.wav,Fearful
706.wav,Happy
707.wav,Sad
708.wav,Disgusted
709.wav,Disgusted
710.wav,Happy
711.wav,Neutral
712.wav,Neutral
713.wav,Angry
714.wav,Fearful
715.wav,Neutral
716.wav,Neutral
717.wav,Angry
718.wav,Angry
719.wav,Happy
720.wav,Fearful
721.wav,Angry
722.wav,Happy
723.wav,Sad
724.wav,Fearful
725.wav,Neutral
726.wav,Sad
727.wav,Happy
728.wav,Disgusted
729.wav,Angry
730.wav,Sad
731.wav,Fearful
732.wav,Happy
733.wav,Sad
734.wav,Sad
735.wav,Neutral
736.wav,Fearful
737.wav,Angry
738.wav,Sad
739.wav,Fearful
740.wav,Neutral
741.wav,Neutral
742.wav,Disgusted
743.wav,Happy
744.wav,Fearful
745.wav,Happy
746.wav,Angry
747.wav,Disgusted
748.wav,Fearful
749.wav,Angry
750.wav,Angry
751.wav,Disgusted
752.wav,Neutral
753.wav,Happy
754.wav,Angry
755.wav,Disgusted
756.wav,Happy
757.wav,Happy
758.wav,Disgusted
759.wav,Fearful
760.wav,Fearful
761.wav,Disgusted
762.wav,Neutral
763.wav,Sad
764.wav,Sad
765.wav,Angry
766.wav,Happy
767.wav,Fearful
768.wav,Sad
769.wav,Neutral
770.wav,Angry
771.wav,Neutral
772.wav,Fearful
773.wav,Angry
774.wav,Sad
775.wav,Fearful
776.wav,Sad
777.wav,Disgusted
778.wav,Fearful
779.wav,Angry
780.wav,Angry
781.wav,Neutral
782.wav,Suprised
783.wav,Fearful
784.wav,Happy
785.wav,Angry
786.wav,Neutral
787.wav,Angry
788.wav,Neutral
789.wav,Suprised
790.wav,Neutral
791.wav,Fearful
792.wav,Fearful
793.wav,Fearful
794.wav,Happy
795.wav,Fearful
796.wav,Happy
797.wav,Angry
798.wav,Neutral
799.wav,Disgusted
800.wav,Disgusted
801.wav,Fearful
802.wav,Happy
803.wav,Happy
804.wav,Disgusted
805.wav,Disgusted
806.wav,Neutral
807.wav,Suprised
808.wav,Disgusted
809.wav,Happy
810.wav,Suprised
811.wav,Disgusted
812.wav,Neutral
813.wav,Fearful
814.wav,Happy
815.wav,Fearful
816.wav,Angry
817.wav,Happy
818.wav,Suprised
819.wav,Happy
820.wav,Happy
821.wav,Happy
822.wav,Disgusted
823.wav,Fearful
824.wav,Happy
825.wav,Happy
826.wav,Fearful
827.wav,Neutral
828.wav,Angry
829.wav,Neutral
830.wav,Suprised
831.wav,Fearful
832.wav,Fearful
833.wav,Fearful
834.wav,Disgusted
835.wav,Angry
836.wav,Disgusted
837.wav,Disgusted
838.wav,Neutral
839.wav,Neutral
840.wav,Sad
841.wav,Disgusted
842.wav,Fearful
843.wav,Angry
844.wav,Disgusted
845.wav,Neutral
846.wav,Sad
847.wav,Disgusted
848.wav,Happy
849.wav,Happy
850.wav,Sad
851.wav,Sad
852.wav,Happy
853.wav,Neutral
854.wav,Angry
855.wav,Neutral
856.wav,Disgusted
857.wav,Happy
858.wav,Suprised
859.wav,Sad
860.wav,Fearful
861.wav,Happy
862.wav,Sad
863.wav,Sad
864.wav,Fearful
865.wav,Disgusted
866.wav,Sad
867.wav,Happy
868.wav,Disgusted
869.wav,Neutral
870.wav,Disgusted
871.wav,Sad
872.wav,Happy
873.wav,Fearful
874.wav,Disgusted
875.wav,Angry
876.wav,Angry
877.wav,Happy
878.wav,Happy
879.wav,Neutral
880.wav,Angry
881.wav,Neutral
882.wav,Angry
883.wav,Happy
884.wav,Fearful
885.wav,Angry
886.wav,Disgusted
887.wav,Suprised
888.wav,Fearful
889.wav,Happy
890.wav,Disgusted
891.wav,Angry
892.wav,Fearful
893.wav,Happy
894.wav,Disgusted
895.wav,Neutral
896.wav,Neutral
897.wav,Disgusted
898.wav,Fearful
899.wav,Suprised
900.wav,Angry
901.wav,Fearful
902.wav,Happy
903.wav,Sad
904.wav,Sad
905.wav,Fearful
906.wav,Sad
907.wav,Fearful
908.wav,Happy
909.wav,Sad
910.wav,Fearful
911.wav,Neutral
912.wav,Angry
913.wav,Sad
914.wav,Neutral
915.wav,Happy
916.wav,Neutral
917.wav,Disgusted
918.wav,Sad
919.wav,Angry
920.wav,Fearful
921.wav,Fearful
922.wav,Sad
923.wav,Angry
924.wav,Fearful
925.wav,Sad
926.wav,Happy
927.wav,Neutral
928.wav,Happy
929.wav,Fearful
930.wav,Angry
931.wav,Suprised
932.wav,Disgusted
933.wav,Disgusted
934.wav,Neutral
935.wav,Angry
936.wav,Disgusted
937.wav,Angry
938.wav,Neutral
939.wav,Sad
940.wav,Neutral
941.wav,Fearful
942.wav,Neutral
943.wav,Disgusted
944.wav,Sad
945.wav,Angry
946.wav,Neutral
947.wav,Fearful
948.wav,Happy
949.wav,Fearful
950.wav,Happy
951.wav,Fearful
952.wav,Neutral
953.wav,Fearful
954.wav,Angry
955.wav,Fearful
956.wav,Disgusted
957.wav,Fearful
958.wav,Disgusted
959.wav,Suprised
960.wav,Disgusted
961.wav,Angry
962.wav,Angry
963.wav,Angry
964.wav,Angry
965.wav,Happy
966.wav,Fearful
967.wav,Disgusted
968.wav,Sad
969.wav,Happy
970.wav,Fearful
971.wav,Happy
972.wav,Disgusted
973.wav,Fearful
974.wav,Happy
975.wav,Disgusted
976.wav,Neutral
977.wav,Neutral
978.wav,Neutral
979.wav,Happy
980.wav,Neutral
981.wav,Fearful
982.wav,Neutral
983.wav,Suprised
984.wav,Fearful
985.wav,Happy
986.wav,Neutral
987.wav,Disgusted
988.wav,Happy
989.wav,Suprised
990.wav,Happy
991.wav,Happy
992.wav,Angry
993.wav,Sad
994.wav,Sad
995.wav,Angry
996.wav,Neutral
997.wav,Fearful
998.wav,Fearful
999.wav,Fearful
1000.wav,Fearful
1001.wav,Happy
1002.wav,Happy
1003.wav,Angry
1004.wav,Sad
1005.wav,Sad
1006.wav,Disgusted
1007.wav,Fearful
1008.wav,Disgusted
1009.wav,Happy
1010.wav,Fearful
1011.wav,Fearful
1012.wav,Fearful
1013.wav,Fearful
1014.wav,Sad
1015.wav,Fearful
1016.wav,Sad
1017.wav,Fearful
1018.wav,Fearful
1019.wav,Angry
1020.wav,Sad
1021.wav,Fearful
1022.wav,Fearful
1023.wav,Disgusted
1024.wav,Suprised
1025.wav,Angry
1026.wav,Sad
1027.wav,Fearful
1028.wav,Happy
1029.wav,Sad
1030.wav,Neutral
1031.wav,Suprised
1032.wav,Fearful
1033.wav,Disgusted
1034.wav,Fearful
1035.wav,Sad
1036.wav,Angry
1037.wav,Disgusted
1038.wav,Disgusted
1039.wav,Disgusted
1040.wav,Happy
1041.wav,Sad
1042.wav,Angry
1043.wav,Suprised
1044.wav,Fearful
1045.wav,Angry
1046.wav,Angry
1047.wav,Neutral
1048.wav,Neutral
1049.wav,Disgusted
1050.wav,Sad
1051.wav,Disgusted
1052.wav,Neutral
1053.wav,Fearful
1054.wav,Neutral
1055.wav,Fearful
1056.wav,Fearful
1057.wav,Neutral
1058.wav,Suprised
1059.wav,Suprised
1060.wav,Fearful
1061.wav,Happy
1062.wav,Suprised
1063.wav,Happy
1064.wav,Sad
1065.wav,Angry
1066.wav,Angry
1067.wav,Neutral
1068.wav,Angry
1069.wav,Disgusted
1070.wav,Disgusted
1071.wav,Suprised
1072.wav,Sad
1073.wav,Sad
1074.wav,Neutral
1075.wav,Happy
1076.wav,Fearful
1077.wav,Angry
1078.wav,Disgusted
1079.wav,Happy
1080.wav,Angry
1081.wav,Happy
1082.wav,Angry
1083.wav,Fearful
1084.wav,Angry
1085.wav,Happy
1086.wav,Happy
1087.wav,Sad
1088.wav,Fearful
1089.wav,Fearful
1090.wav,Neutral
1091.wav,Happy
1092.wav,Neutral
1093.wav,Fearful
1094.wav,Happy
1095.wav,Sad
1096.wav,Fearful
1097.wav,Disgusted
1098.wav,Fearful
1099.wav,Neutral
1100.wav,Disgusted
1101.wav,Fearful
1102.wav,Happy
1103.wav,Angry
1104.wav,Fearful
1105.wav,Sad
1106.wav,Neutral
1107.wav,Neutral
1108.wav,Neutral
1109.wav,Happy
1110.wav,Suprised
1111.wav,Disgusted
1112.wav,Neutral
1113.wav,Angry
1114.wav,Fearful
1115.wav,Angry
1116.wav,Angry
1117.wav,Neutral
1118.wav,Fearful
1119.wav,Fearful
1120.wav,Fearful
1121.wav,Fearful
1122.wav,Fearful
1123.wav,Suprised
1124.wav,Sad
1125.wav,Disgusted
1126.wav,Neutral
1127.wav,Fearful
1128.wav,Disgusted
1129.wav,Angry
1130.wav,Neutral
1131.wav,Angry
1132.wav,Happy
1133.wav,Happy
1134.wav,Neutral
1135.wav,Neutral
1136.wav,Neutral
1137.wav,Fearful
1138.wav,Angry
1139.wav,Happy
1140.wav,Happy
1141.wav,Sad
1142.wav,Disgusted
1143.wav,Happy
1144.wav,Neutral
1145.wav,Disgusted
1146.wav,Angry
1147.wav,Neutral
1148.wav,Disgusted
1149.wav,Disgusted
1150.wav,Neutral
1151.wav,Happy
1152.wav,Happy
1153.wav,Angry
1154.wav,Suprised
1155.wav,Happy
1156.wav,Neutral
1157.wav,Disgusted
1158.wav,Disgusted
1159.wav,Angry
1160.wav,Sad
1161.wav,Disgusted
1162.wav,Happy
1163.wav,Suprised
1164.wav,Neutral
1165.wav,Happy
1166.wav,Neutral
1167.wav,Disgusted
1168.wav,Happy
1169.wav,Fearful
1170.wav,Neutral
1171.wav,Angry
1172.wav,Fearful
1173.wav,Fearful
1174.wav,Sad
1175.wav,Fearful
1176.wav,Fearful
1177.wav,Sad
1178.wav,Neutral
1179.wav,Angry
1180.wav,Angry
1181.wav,Fearful
1182.wav,Suprised
1183.wav,Fearful
1184.wav,Sad
1185.wav,Happy
1186.wav,Sad
1187.wav,Angry
1188.wav,Happy
1189.wav,Sad
1190.wav,Fearful
1191.wav,Angry
1192.wav,Happy
1193.wav,Happy
1194.wav,Fearful
1195.wav,Angry
1196.wav,Angry
1197.wav,Angry
1198.wav,Neutral
1199.wav,Sad
1200.wav,Disgusted
1201.wav,Fearful
1202.wav,Neutral
1203.wav,Angry
1204.wav,Neutral
1205.wav,Angry
1206.wav,Fearful
1207.wav,Neutral
1208.wav,Happy
1209.wav,Neutral
1210.wav,Suprised
1211.wav,Neutral
1212.wav,Disgusted
1213.wav,Suprised
1214.wav,Sad
1215.wav,Fearful
1216.wav,Happy
1217.wav,Happy
1218.wav,Fearful
1219.wav,Angry
1220.wav,Neutral
1221.wav,Neutral
1222.wav,Angry
1223.wav,Sad
1224.wav,Angry
1225.wav,Neutral
1226.wav,Neutral
1227.wav,Angry
1228.wav,Sad
1229.wav,Suprised
1230.wav,Neutral
1231.wav,Sad
1232.wav,Angry
1233.wav,Disgusted
1234.wav,Sad
1235.wav,Angry
1236.wav,Angry
1237.wav,Fearful
1238.wav,Happy
1239.wav,Neutral
1240.wav,Angry
1241.wav,Sad
1242.wav,Neutral
1243.wav,Disgusted
1244.wav,Disgusted
1245.wav,Disgusted
1246.wav,Sad
1247.wav,Neutral
1248.wav,Sad
1249.wav,Neutral
1250.wav,Angry
1251.wav,Disgusted
1252.wav,Disgusted
1253.wav,Neutral
1254.wav,Disgusted
1255.wav,Neutral
1256.wav,Neutral
1257.wav,Angry
1258.wav,Fearful
1259.wav,Angry
1260.wav,Disgusted
1261.wav,Disgusted
1262.wav,Sad
1263.wav,Fearful
1264.wav,Fearful
1265.wav,Happy
1266.wav,Angry
1267.wav,Neutral
1268.wav,Fearful
1269.wav,Sad
1270.wav,Angry
1271.wav,Fearful
1272.wav,Fearful
1273.wav,Neutral
1274.wav,Sad
1275.wav,Fearful
1276.wav,Disgusted
1277.wav,Sad
1278.wav,Happy
1279.wav,Neutral
1280.wav,Angry
1281.wav,Happy
1282.wav,Angry
1283.wav,Angry
1284.wav,Suprised
1285.wav,Neutral
1286.wav,Sad
1287.wav,Fearful
1288.wav,Angry
1289.wav,Sad
1290.wav,Disgusted
1291.wav,Happy
1292.wav,Sad
1293.wav,Angry
1294.wav,Angry
1295.wav,Neutral
1296.wav,Fearful
1297.wav,Disgusted
1298.wav,Angry
1299.wav,Fearful
1300.wav,Happy
1301.wav,Sad
1302.wav,Angry
1303.wav,Disgusted
1304.wav,Happy
1305.wav,Neutral
1306.wav,Fearful
1307.wav,Disgusted
1308.wav,Sad
1309.wav,Neutral
1310.wav,Angry
1311.wav,Fearful
1312.wav,Disgusted
1313.wav,Fearful
1314.wav,Fearful
1315.wav,Neutral
1316.wav,Disgusted
1317.wav,Disgusted
1318.wav,Neutral
1319.wav,Happy
1320.wav,Angry
1321.wav,Happy
1322.wav,Disgusted
1323.wav,Sad
1324.wav,Sad
1325.wav,Angry
1326.wav,Angry
1327.wav,Fearful
1328.wav,Disgusted
1329.wav,Disgusted
1330.wav,Neutral
1331.wav,Fearful
1332.wav,Disgusted
1333.wav,Happy
1334.wav,Happy
1335.wav,Disgusted
1336.wav,Angry
1337.wav,Happy
1338.wav,Fearful
1339.wav,Angry
1340.wav,Neutral
1341.wav,Fearful
1342.wav,Sad
1343.wav,Fearful
1344.wav,Happy
1345.wav,Fearful
1346.wav,Sad
1347.wav,Neutral
1348.wav,Fearful
1349.wav,Neutral
1350.wav,Angry
1351.wav,Angry
1352.wav,Disgusted
1353.wav,Happy
1354.wav,Angry
1355.wav,Disgusted
1356.wav,Neutral
1357.wav,Disgusted
1358.wav,Angry
1359.wav,Angry
1360.wav,Angry
1361.wav,Fearful
1362.wav,Sad
1363.wav,Neutral
1364.wav,Neutral
1365.wav,Fearful
1366.wav,Angry
1367.wav,Angry
1368.wav,Disgusted
1369.wav,Happy
1370.wav,Sad
1371.wav,Sad
1372.wav,Neutral
1373.wav,Suprised
1374.wav,Angry
1375.wav,Neutral
1376.wav,Angry
1377.wav,Disgusted
1378.wav,Fearful
1379.wav,Happy
1380.wav,Disgusted
1381.wav,Fearful
1382.wav,Disgusted
1383.wav,Happy
1384.wav,Fearful
1385.wav,Fearful
1386.wav,Sad
1387.wav,Fearful
1388.wav,Happy
1389.wav,Fearful
1390.wav,Suprised
1391.wav,Happy
1392.wav,Happy
1393.wav,Angry
1394.wav,Disgusted
1395.wav,Neutral
1396.wav,Angry
1397.wav,Fearful
1398.wav,Sad
1399.wav,Fearful
1400.wav,Angry
1401.wav,Happy
