filename,emotion
156.wav,Happy
157.wav,Angry
158.wav,Angry
159.wav,Angry
160.wav,Neutral
161.wav,Suprised
162.wav,Disgusted
163.wav,Angry
164.wav,Sad
165.wav,Neutral
166.wav,Sad
167.wav,Disgusted
168.wav,Sad
169.wav,Angry
170.wav,Sad
171.wav,Sad
172.wav,Disgusted
173.wav,Sad
174.wav,Sad
175.wav,Suprised
176.wav,Disgusted
177.wav,Angry
178.wav,Fearful
179.wav,Neutral
180.wav,Angry
181.wav,Disgusted
182.wav,Sad
183.wav,Angry
184.wav,Angry
185.wav,Angry
186.wav,Sad
187.wav,Suprised
188.wav,Suprised
189.wav,Sad
190.wav,Sad
191.wav,Angry
192.wav,Angry
193.wav,Disgusted
194.wav,Neutral
195.wav,Happy
196.wav,Sad
197.wav,Angry
198.wav,Angry
199.wav,Sad
200.wav,Angry
201.wav,Neutral
202.wav,Angry
203.wav,Suprised
204.wav,Disgusted
205.wav,Happy
206.wav,Angry
207.wav,Angry
208.wav,Neutral
209.wav,Neutral
210.wav,Happy
211.wav,Angry
212.wav,Neutral
213.wav,Happy
214.wav,Suprised
215.wav,Sad
216.wav,Angry
217.wav,Sad
218.wav,Disgusted
219.wav,Sad
220.wav,Sad
221.wav,Suprised
222.wav,Neutral
223.wav,Disgusted
224.wav,Sad
225.wav,Sad
226.wav,Suprised
227.wav,Disgusted
228.wav,Angry
229.wav,Angry
230.wav,Neutral
231.wav,Sad
232.wav,Sad
233.wav,Suprised
234.wav,Disgusted
235.wav,Neutral
236.wav,Suprised
237.wav,Sad
238.wav,Neutral
239.wav,Sad
240.wav,Sad
241.wav,Sad
242.wav,Angry
243.wav,Neutral
244.wav,Angry
245.wav,Sad
246.wav,Suprised
247.wav,Happy
248.wav,Angry
249.wav,Sad
250.wav,Angry
251.wav,Angry
252.wav,Neutral
253.wav,Disgusted
254.wav,Sad
255.wav,Angry
256.wav,Neutral
257.wav,Angry
258.wav,Angry
259.wav,Angry
260.wav,Sad
261.wav,Sad
262.wav,Sad
263.wav,Sad
264.wav,Angry
265.wav,Angry
266.wav,Happy
267.wav,Happy
268.wav,Sad
269.wav,Sad
270.wav,Angry
271.wav,Suprised
272.wav,Suprised
273.wav,Angry
274.wav,Sad
275.wav,Angry
276.wav,Sad
277.wav,Angry
278.wav,Angry
279.wav,Sad
280.wav,Happy
281.wav,Sad
282.wav,Sad
283.wav,Neutral
284.wav,Happy
285.wav,Angry
286.wav,Neutral
287.wav,Sad
288.wav,Sad
289.wav,Suprised
290.wav,Disgusted
291.wav,Disgusted
292.wav,Disgusted
293.wav,Angry
294.wav,Sad
295.wav,Happy
296.wav,Happy
297.wav,Angry
298.wav,Angry
299.wav,Sad
300.wav,Disgusted
301.wav,Angry
302.wav,Angry
303.wav,Angry
304.wav,Sad
305.wav,Sad
306.wav,Sad
307.wav,Angry
308.wav,Neutral
309.wav,Neutral
310.wav,Angry
311.wav,Sad
312.wav,Sad
313.wav,Angry
314.wav,Happy
315.wav,Sad
316.wav,Neutral
317.wav,Angry
318.wav,Fearful
319.wav,Suprised
320.wav,Happy
321.wav,Angry
322.wav,Angry
323.wav,Happy
324.wav,Happy
325.wav,Angry
326.wav,Happy
327.wav,Angry
328.wav,Happy
329.wav,Angry
330.wav,Disgusted
331.wav,Sad
332.wav,Angry
333.wav,Angry
334.wav,Happy
335.wav,Sad
336.wav,Angry
337.wav,Angry
338.wav,Sad
339.wav,Sad
340.wav,Sad
341.wav,Sad
342.wav,Happy
343.wav,Angry
344.wav,Sad
345.wav,Angry
346.wav,Sad
347.wav,Disgusted
348.wav,Neutral
349.wav,Sad
350.wav,Sad
351.wav,Angry
352.wav,Neutral
353.wav,Sad
354.wav,Disgusted
355.wav,Angry
356.wav,Angry
357.wav,Sad
358.wav,Disgusted
359.wav,Fearful
360.wav,Angry
361.wav,Sad
362.wav,Sad
363.wav,Angry
364.wav,Suprised
365.wav,Neutral
366.wav,Angry
367.wav,Sad
368.wav,Happy
369.wav,Angry
370.wav,Suprised
371.wav,Disgusted
372.wav,Sad
373.wav,Angry
374.wav,Neutral
375.wav,Angry
376.wav,Sad
377.wav,Suprised
378.wav,Fearful
379.wav,Neutral
380.wav,Angry
381.wav,Angry
382.wav,Sad
383.wav,Suprised
384.wav,Angry
385.wav,Sad
386.wav,Happy
387.wav,Angry
388.wav,Sad
389.wav,Sad
390.wav,Angry
391.wav,Angry
392.wav,Sad
393.wav,Happy
394.wav,Happy
395.wav,Angry
396.wav,Suprised
397.wav,Sad
398.wav,Disgusted
399.wav,Happy
400.wav,Happy
401.wav,Neutral
402.wav,Sad
403.wav,Neutral
404.wav,Disgusted
405.wav,Happy
406.wav,Angry
407.wav,Sad
408.wav,Neutral
409.wav,Neutral
410.wav,Sad
411.wav,Neutral
412.wav,Disgusted
413.wav,Sad
414.wav,Angry
415.wav,Angry
416.wav,Neutral
417.wav,Angry
418.wav,Sad
419.wav,Sad
420.wav,Angry
421.wav,Suprised
422.wav,Sad
423.wav,Angry
424.wav,Sad
425.wav,Sad
426.wav,Angry
427.wav,Neutral
428.wav,Angry
429.wav,Sad
430.wav,Disgusted
431.wav,Sad
432.wav,Suprised
433.wav,Neutral
434.wav,Disgusted
435.wav,Sad
436.wav,Angry
437.wav,Sad
438.wav,Fearful
439.wav,Neutral
440.wav,Suprised
441.wav,Disgusted
442.wav,Sad
443.wav,Suprised
444.wav,Fearful
445.wav,Disgusted
446.wav,Happy
447.wav,Sad
448.wav,Disgusted
449.wav,Sad
450.wav,Angry
451.wav,Sad
452.wav,Angry
453.wav,Sad
454.wav,Sad
455.wav,Sad
456.wav,Suprised
457.wav,Disgusted
458.wav,Disgusted
459.wav,Sad
460.wav,Angry
461.wav,Angry
462.wav,Neutral
463.wav,Suprised
464.wav,Disgusted
465.wav,Sad
466.wav,Sad
467.wav,Happy
468.wav,Neutral
469.wav,Sad
470.wav,Sad
471.wav,Sad
472.wav,Suprised
473.wav,Happy
474.wav,Sad
475.wav,Sad
476.wav,Disgusted
477.wav,Sad
478.wav,Happy
479.wav,Angry
480.wav,Angry
481.wav,Disgusted
482.wav,Happy
483.wav,Angry
484.wav,Angry
485.wav,Sad
486.wav,Neutral
487.wav,Happy
488.wav,Sad
489.wav,Angry
490.wav,Neutral
491.wav,Disgusted
492.wav,Suprised
493.wav,Happy
494.wav,Suprised
495.wav,Neutral
496.wav,Sad
497.wav,Neutral
498.wav,Sad
499.wav,Angry
500.wav,Suprised
501.wav,Sad
502.wav,Sad
503.wav,Angry
504.wav,Neutral
505.wav,Angry
506.wav,Sad
507.wav,Sad
508.wav,Suprised
509.wav,Disgusted
510.wav,Angry
511.wav,Disgusted
512.wav,Suprised
513.wav,Sad
514.wav,Suprised
515.wav,Neutral
516.wav,Sad
517.wav,Suprised
518.wav,Neutral
519.wav,Sad
520.wav,Happy
521.wav,Sad
522.wav,Disgusted
523.wav,Neutral
524.wav,Sad
525.wav,Neutral
526.wav,Disgusted
527.wav,Neutral
528.wav,Angry
529.wav,Neutral
530.wav,Sad
531.wav,Sad
532.wav,Disgusted
533.wav,Neutral
534.wav,Suprised
535.wav,Fearful
536.wav,Angry
537.wav,Suprised
538.wav,Angry
539.wav,Sad
540.wav,Disgusted
541.wav,Sad
542.wav,Neutral
543.wav,Neutral
544.wav,Angry
545.wav,Angry
546.wav,Sad
547.wav,Sad
548.wav,Happy
549.wav,Angry
550.wav,Sad
551.wav,Sad
552.wav,Angry
553.wav,Fearful
554.wav,Suprised
555.wav,Angry
556.wav,Suprised
557.wav,Angry
558.wav,Sad
559.wav,Angry
560.wav,Happy
561.wav,Angry
562.wav,Happy
563.wav,Angry
564.wav,Angry
565.wav,Happy
566.wav,Fearful
567.wav,Angry
568.wav,Happy
569.wav,Sad
570.wav,Angry
571.wav,Sad
572.wav,Angry
573.wav,Angry
574.wav,Sad
575.wav,Angry
576.wav,Suprised
577.wav,Disgusted
578.wav,Angry
579.wav,Disgusted
580.wav,Suprised
581.wav,Happy
582.wav,Angry
583.wav,Angry
584.wav,Sad
585.wav,Sad
586.wav,Angry
587.wav,Disgusted
588.wav,Suprised
589.wav,Angry
590.wav,Angry
591.wav,Angry
592.wav,Suprised
593.wav,Neutral
594.wav,Disgusted
595.wav,Sad
596.wav,Sad
597.wav,Angry
598.wav,Sad
599.wav,Angry
600.wav,Disgusted
601.wav,Suprised
602.wav,Happy
603.wav,Happy
604.wav,Angry
605.wav,Sad
606.wav,Sad
607.wav,Sad
608.wav,Sad
609.wav,Suprised
610.wav,Angry
611.wav,Sad
612.wav,Angry
613.wav,Disgusted
614.wav,Disgusted
615.wav,Sad
616.wav,Sad
617.wav,Angry
618.wav,Angry
619.wav,Happy
620.wav,Angry
621.wav,Sad
622.wav,Sad
623.wav,Angry
624.wav,Angry
625.wav,Happy
626.wav,Sad
627.wav,Angry
628.wav,Angry
629.wav,Sad
630.wav,Happy
631.wav,Angry
632.wav,Sad
633.wav,Happy
634.wav,Angry
635.wav,Happy
636.wav,Happy
637.wav,Angry
638.wav,Disgusted
639.wav,Suprised
640.wav,Suprised
641.wav,Sad
642.wav,Neutral
643.wav,Sad
644.wav,Angry
645.wav,Neutral
646.wav,Angry
647.wav,Angry
648.wav,Sad
649.wav,Suprised
650.wav,Sad
651.wav,Neutral
652.wav,Disgusted
653.wav,Sad
654.wav,Angry
655.wav,Happy
656.wav,Sad
657.wav,Angry
658.wav,Sad
659.wav,Angry
660.wav,Sad
661.wav,Sad
662.wav,Angry
663.wav,Suprised
664.wav,Angry
665.wav,Sad
666.wav,Angry
667.wav,Suprised
668.wav,Suprised
669.wav,Sad
670.wav,Neutral
671.wav,Disgusted
672.wav,Happy
673.wav,Neutral
674.wav,Angry
675.wav,Happy
676.wav,Sad
677.wav,Happy
678.wav,Sad
679.wav,Angry
680.wav,Neutral
681.wav,Angry
682.wav,Happy
683.wav,Sad
684.wav,Angry
685.wav,Angry
686.wav,Sad
687.wav,Angry
688.wav,Sad
689.wav,Sad
690.wav,Angry
691.wav,Happy
692.wav,Angry
693.wav,Suprised
694.wav,Angry
695.wav,Suprised
696.wav,Angry
697.wav,Happy
698.wav,Neutral
699.wav,Angry
700.wav,Sad
701.wav,Fearful
702.wav,Happy
703.wav,Suprised
704.wav,Angry
705.wav,Sad
706.wav,Neutral
707.wav,Angry
708.wav,Disgusted
709.wav,Disgusted
710.wav,Angry
711.wav,Sad
712.wav,Happy
713.wav,Angry
714.wav,Sad
715.wav,Happy
716.wav,Sad
717.wav,Angry
718.wav,Angry
719.wav,Angry
720.wav,Sad
721.wav,Angry
722.wav,Angry
723.wav,Sad
724.wav,Sad
725.wav,Neutral
726.wav,Sad
727.wav,Happy
728.wav,Disgusted
729.wav,Angry
730.wav,Sad
731.wav,Happy
732.wav,Suprised
733.wav,Disgusted
734.wav,Sad
735.wav,Neutral
736.wav,Sad
737.wav,Angry
738.wav,Sad
739.wav,Neutral
740.wav,Neutral
741.wav,Sad
742.wav,Angry
743.wav,Angry
744.wav,Happy
745.wav,Angry
746.wav,Angry
747.wav,Sad
748.wav,Sad
749.wav,Angry
750.wav,Angry
751.wav,Disgusted
752.wav,Neutral
753.wav,Happy
754.wav,Angry
755.wav,Neutral
756.wav,Suprised
757.wav,Neutral
758.wav,Disgusted
759.wav,Neutral
760.wav,Sad
761.wav,Sad
762.wav,Neutral
763.wav,Neutral
764.wav,Sad
765.wav,Angry
766.wav,Angry
767.wav,Sad
768.wav,Sad
769.wav,Sad
770.wav,Angry
771.wav,Sad
772.wav,Disgusted
773.wav,Angry
774.wav,Sad
775.wav,Sad
776.wav,Sad
777.wav,Sad
778.wav,Sad
779.wav,Angry
780.wav,Angry
781.wav,Neutral
782.wav,Suprised
783.wav,Neutral
784.wav,Neutral
785.wav,Angry
786.wav,Happy
787.wav,Angry
788.wav,Neutral
789.wav,Suprised
790.wav,Angry
791.wav,Fearful
792.wav,Sad
793.wav,Sad
794.wav,Suprised
795.wav,Fearful
796.wav,Happy
797.wav,Angry
798.wav,Angry
799.wav,Disgusted
800.wav,Sad
801.wav,Sad
802.wav,Neutral
803.wav,Happy
804.wav,Disgusted
805.wav,Angry
806.wav,Happy
807.wav,Suprised
808.wav,Disgusted
809.wav,Suprised
810.wav,Suprised
811.wav,Sad
812.wav,Neutral
813.wav,Angry
814.wav,Suprised
815.wav,Sad
816.wav,Angry
817.wav,Angry
818.wav,Angry
819.wav,Happy
820.wav,Suprised
821.wav,Neutral
822.wav,Sad
823.wav,Disgusted
824.wav,Happy
825.wav,Sad
826.wav,Happy
827.wav,Neutral
828.wav,Angry
829.wav,Happy
830.wav,Suprised
831.wav,Happy
832.wav,Sad
833.wav,Fearful
834.wav,Happy
835.wav,Angry
836.wav,Sad
837.wav,Disgusted
838.wav,Sad
839.wav,Angry
840.wav,Sad
841.wav,Disgusted
842.wav,Fearful
843.wav,Angry
844.wav,Disgusted
845.wav,Sad
846.wav,Neutral
847.wav,Disgusted
848.wav,Angry
849.wav,Happy
850.wav,Neutral
851.wav,Sad
852.wav,Disgusted
853.wav,Happy
854.wav,Angry
855.wav,Disgusted
856.wav,Disgusted
857.wav,Neutral
858.wav,Suprised
859.wav,Sad
860.wav,Disgusted
861.wav,Angry
862.wav,Sad
863.wav,Sad
864.wav,Sad
865.wav,Suprised
866.wav,Sad
867.wav,Angry
868.wav,Suprised
869.wav,Angry
870.wav,Angry
871.wav,Sad
872.wav,Angry
873.wav,Sad
874.wav,Angry
875.wav,Happy
876.wav,Angry
877.wav,Neutral
878.wav,Angry
879.wav,Happy
880.wav,Angry
881.wav,Fearful
882.wav,Angry
883.wav,Angry
884.wav,Angry
885.wav,Angry
886.wav,Disgusted
887.wav,Suprised
888.wav,Sad
889.wav,Suprised
890.wav,Sad
891.wav,Happy
892.wav,Sad
893.wav,Angry
894.wav,Angry
895.wav,Sad
896.wav,Happy
897.wav,Sad
898.wav,Sad
899.wav,Suprised
900.wav,Angry
901.wav,Fearful
902.wav,Angry
903.wav,Sad
904.wav,Happy
905.wav,Fearful
906.wav,Sad
907.wav,Sad
908.wav,Angry
909.wav,Sad
910.wav,Disgusted
911.wav,Neutral
912.wav,Angry
913.wav,Sad
914.wav,Neutral
915.wav,Angry
916.wav,Suprised
917.wav,Suprised
918.wav,Disgusted
919.wav,Angry
920.wav,Sad
921.wav,Sad
922.wav,Neutral
923.wav,Angry
924.wav,Suprised
925.wav,Sad
926.wav,Angry
927.wav,Sad
928.wav,Angry
929.wav,Sad
930.wav,Angry
931.wav,Suprised
932.wav,Disgusted
933.wav,Suprised
934.wav,Neutral
935.wav,Angry
936.wav,Disgusted
937.wav,Angry
938.wav,Neutral
939.wav,Sad
940.wav,Neutral
941.wav,Neutral
942.wav,Neutral
943.wav,Angry
944.wav,Sad
945.wav,Angry
946.wav,Neutral
947.wav,Sad
948.wav,Happy
949.wav,Sad
950.wav,Angry
951.wav,Fearful
952.wav,Sad
953.wav,Happy
954.wav,Angry
955.wav,Fearful
956.wav,Happy
957.wav,Sad
958.wav,Disgusted
959.wav,Suprised
960.wav,Sad
961.wav,Angry
962.wav,Angry
963.wav,Angry
964.wav,Angry
965.wav,Angry
966.wav,Sad
967.wav,Disgusted
968.wav,Sad
969.wav,Neutral
970.wav,Happy
971.wav,Happy
972.wav,Angry
973.wav,Disgusted
974.wav,Neutral
975.wav,Disgusted
976.wav,Neutral
977.wav,Sad
978.wav,Happy
979.wav,Suprised
980.wav,Sad
981.wav,Suprised
982.wav,Happy
983.wav,Suprised
984.wav,Sad
985.wav,Disgusted
986.wav,Sad
987.wav,Suprised
988.wav,Neutral
989.wav,Suprised
990.wav,Happy
991.wav,Happy
992.wav,Angry
993.wav,Sad
994.wav,Sad
995.wav,Angry
996.wav,Neutral
997.wav,Sad
998.wav,Angry
999.wav,Angry
1000.wav,Angry
1001.wav,Neutral
1002.wav,Sad
1003.wav,Angry
1004.wav,Sad
1005.wav,Sad
1006.wav,Suprised
1007.wav,Angry
1008.wav,Happy
1009.wav,Happy
1010.wav,Suprised
1011.wav,Disgusted
1012.wav,Disgusted
1013.wav,Happy
1014.wav,Sad
1015.wav,Suprised
1016.wav,Sad
1017.wav,Angry
1018.wav,Neutral
1019.wav,Angry
1020.wav,Disgusted
1021.wav,Happy
1022.wav,Suprised
1023.wav,Sad
1024.wav,Suprised
1025.wav,Angry
1026.wav,Sad
1027.wav,Disgusted
1028.wav,Happy
1029.wav,Sad
1030.wav,Neutral
1031.wav,Suprised
1032.wav,Sad
1033.wav,Disgusted
1034.wav,Sad
1035.wav,Sad
1036.wav,Angry
1037.wav,Sad
1038.wav,Disgusted
1039.wav,Angry
1040.wav,Happy
1041.wav,Sad
1042.wav,Angry
1043.wav,Suprised
1044.wav,Fearful
1045.wav,Angry
1046.wav,Angry
1047.wav,Neutral
1048.wav,Sad
1049.wav,Angry
1050.wav,Disgusted
1051.wav,Disgusted
1052.wav,Neutral
1053.wav,Sad
1054.wav,Disgusted
1055.wav,Happy
1056.wav,Happy
1057.wav,Neutral
1058.wav,Suprised
1059.wav,Angry
1060.wav,Sad
1061.wav,Angry
1062.wav,Suprised
1063.wav,Angry
1064.wav,Sad
1065.wav,Angry
1066.wav,Angry
1067.wav,Happy
1068.wav,Angry
1069.wav,Disgusted
1070.wav,Disgusted
1071.wav,Suprised
1072.wav,Sad
1073.wav,Sad
1074.wav,Sad
1075.wav,Neutral
1076.wav,Sad
1077.wav,Angry
1078.wav,Suprised
1079.wav,Angry
1080.wav,Angry
1081.wav,Neutral
1082.wav,Angry
1083.wav,Suprised
1084.wav,Angry
1085.wav,Happy
1086.wav,Sad
1087.wav,Sad
1088.wav,Sad
1089.wav,Neutral
1090.wav,Neutral
1091.wav,Angry
1092.wav,Neutral
1093.wav,Sad
1094.wav,Happy
1095.wav,Sad
1096.wav,Sad
1097.wav,Sad
1098.wav,Disgusted
1099.wav,Neutral
1100.wav,Angry
1101.wav,Sad
1102.wav,Happy
1103.wav,Angry
1104.wav,Sad
1105.wav,Sad
1106.wav,Neutral
1107.wav,Neutral
1108.wav,Neutral
1109.wav,Angry
1110.wav,Disgusted
1111.wav,Sad
1112.wav,Neutral
1113.wav,Angry
1114.wav,Sad
1115.wav,Angry
1116.wav,Angry
1117.wav,Neutral
1118.wav,Angry
1119.wav,Sad
1120.wav,Suprised
1121.wav,Suprised
1122.wav,Fearful
1123.wav,Suprised
1124.wav,Sad
1125.wav,Sad
1126.wav,Sad
1127.wav,Happy
1128.wav,Angry
1129.wav,Angry
1130.wav,Neutral
1131.wav,Angry
1132.wav,Angry
1133.wav,Happy
1134.wav,Happy
1135.wav,Happy
1136.wav,Neutral
1137.wav,Fearful
1138.wav,Angry
1139.wav,Suprised
1140.wav,Suprised
1141.wav,Sad
1142.wav,Sad
1143.wav,Sad
1144.wav,Neutral
1145.wav,Sad
1146.wav,Angry
1147.wav,Sad
1148.wav,Disgusted
1149.wav,Sad
1150.wav,Sad
1151.wav,Angry
1152.wav,Angry
1153.wav,Angry
1154.wav,Angry
1155.wav,Suprised
1156.wav,Sad
1157.wav,Disgusted
1158.wav,Suprised
1159.wav,Angry
1160.wav,Sad
1161.wav,Suprised
1162.wav,Happy
1163.wav,Suprised
1164.wav,Angry
1165.wav,Angry
1166.wav,Neutral
1167.wav,Angry
1168.wav,Neutral
1169.wav,Sad
1170.wav,Happy
1171.wav,Angry
1172.wav,Angry
1173.wav,Sad
1174.wav,Neutral
1175.wav,Happy
1176.wav,Neutral
1177.wav,Sad
1178.wav,Neutral
1179.wav,Angry
1180.wav,Angry
1181.wav,Happy
1182.wav,Suprised
1183.wav,Sad
1184.wav,Sad
1185.wav,Happy
1186.wav,Sad
1187.wav,Angry
1188.wav,Angry
1189.wav,Sad
1190.wav,Sad
1191.wav,Angry
1192.wav,Angry
1193.wav,Happy
1194.wav,Sad
1195.wav,Angry
1196.wav,Angry
1197.wav,Angry
1198.wav,Neutral
1199.wav,Neutral
1200.wav,Suprised
1201.wav,Sad
1202.wav,Sad
1203.wav,Angry
1204.wav,Neutral
1205.wav,Angry
1206.wav,Sad
1207.wav,Neutral
1208.wav,Angry
1209.wav,Sad
1210.wav,Suprised
1211.wav,Angry
1212.wav,Angry
1213.wav,Suprised
1214.wav,Sad
1215.wav,Angry
1216.wav,Neutral
1217.wav,Angry
1218.wav,Sad
1219.wav,Angry
1220.wav,Neutral
1221.wav,Angry
1222.wav,Angry
1223.wav,Neutral
1224.wav,Angry
1225.wav,Sad
1226.wav,Neutral
1227.wav,Angry
1228.wav,Sad
1229.wav,Suprised
1230.wav,Happy
1231.wav,Sad
1232.wav,Angry
1233.wav,Suprised
1234.wav,Happy
1235.wav,Angry
1236.wav,Suprised
1237.wav,Sad
1238.wav,Suprised
1239.wav,Neutral
1240.wav,Angry
1241.wav,Sad
1242.wav,Sad
1243.wav,Sad
1244.wav,Angry
1245.wav,Disgusted
1246.wav,Sad
1247.wav,Sad
1248.wav,Sad
1249.wav,Neutral
1250.wav,Angry
1251.wav,Happy
1252.wav,Disgusted
1253.wav,Neutral
1254.wav,Happy
1255.wav,Neutral
1256.wav,Angry
1257.wav,Angry
1258.wav,Fearful
1259.wav,Angry
1260.wav,Disgusted
1261.wav,Disgusted
1262.wav,Sad
1263.wav,Sad
1264.wav,Sad
1265.wav,Happy
1266.wav,Angry
1267.wav,Neutral
1268.wav,Neutral
1269.wav,Sad
1270.wav,Angry
1271.wav,Sad
1272.wav,Disgusted
1273.wav,Neutral
1274.wav,Sad
1275.wav,Angry
1276.wav,Disgusted
1277.wav,Sad
1278.wav,Angry
1279.wav,Happy
1280.wav,Angry
1281.wav,Happy
1282.wav,Angry
1283.wav,Angry
1284.wav,Suprised
1285.wav,Neutral
1286.wav,Sad
1287.wav,Angry
1288.wav,Disgusted
1289.wav,Sad
1290.wav,Angry
1291.wav,Neutral
1292.wav,Neutral
1293.wav,Angry
1294.wav,Angry
1295.wav,Disgusted
1296.wav,Sad
1297.wav,Sad
1298.wav,Angry
1299.wav,Angry
1300.wav,Angry
1301.wav,Sad
1302.wav,Angry
1303.wav,Angry
1304.wav,Suprised
1305.wav,Sad
1306.wav,Fearful
1307.wav,Angry
1308.wav,Sad
1309.wav,Sad
1310.wav,Angry
1311.wav,Suprised
1312.wav,Disgusted
1313.wav,Angry
1314.wav,Fearful
1315.wav,Neutral
1316.wav,Angry
1317.wav,Angry
1318.wav,Neutral
1319.wav,Happy
1320.wav,Angry
1321.wav,Happy
1322.wav,Disgusted
1323.wav,Sad
1324.wav,Neutral
1325.wav,Angry
1326.wav,Angry
1327.wav,Neutral
1328.wav,Sad
1329.wav,Suprised
1330.wav,Neutral
1331.wav,Sad
1332.wav,Suprised
1333.wav,Angry
1334.wav,Happy
1335.wav,Sad
1336.wav,Angry
1337.wav,Angry
1338.wav,Angry
1339.wav,Happy
1340.wav,Sad
1341.wav,Disgusted
1342.wav,Sad
1343.wav,Suprised
1344.wav,Suprised
1345.wav,Sad
1346.wav,Sad
1347.wav,Neutral
1348.wav,Sad
1349.wav,Neutral
1350.wav,Angry
1351.wav,Angry
1352.wav,Angry
1353.wav,Happy
1354.wav,Angry
1355.wav,Disgusted
1356.wav,Sad
1357.wav,Disgusted
1358.wav,Angry
1359.wav,Angry
1360.wav,Angry
1361.wav,Suprised
1362.wav,Sad
1363.wav,Angry
1364.wav,Neutral
1365.wav,Sad
1366.wav,Angry
1367.wav,Angry
1368.wav,Sad
1369.wav,Neutral
1370.wav,Sad
1371.wav,Disgusted
1372.wav,Neutral
1373.wav,Suprised
1374.wav,Angry
1375.wav,Neutral
1376.wav,Angry
1377.wav,Disgusted
1378.wav,Disgusted
1379.wav,Neutral
1380.wav,Angry
1381.wav,Angry
1382.wav,Happy
1383.wav,Angry
1384.wav,Happy
1385.wav,Sad
1386.wav,Sad
1387.wav,Sad
1388.wav,Neutral
1389.wav,Suprised
1390.wav,Suprised
1391.wav,Angry
1392.wav,Angry
1393.wav,Angry
1394.wav,Suprised
1395.wav,Neutral
1396.wav,Angry
1397.wav,Happy
1398.wav,Sad
1399.wav,Happy
1400.wav,Angry
1401.wav,Disgusted
1402.wav,Angry
1403.wav,Angry
1404.wav,Suprised
1405.wav,Neutral
1406.wav,Sad
1407.wav,Sad
1408.wav,Angry
1409.wav,Happy
1410.wav,Angry
1411.wav,Angry
1412.wav,Sad
1413.wav,Disgusted
1414.wav,Disgusted
1415.wav,Angry
1416.wav,Happy
1417.wav,Angry
1418.wav,Angry
1419.wav,Suprised
1420.wav,Happy
1421.wav,Angry
1422.wav,Suprised
1423.wav,Angry
1424.wav,Angry
1425.wav,Disgusted
1426.wav,Sad
1427.wav,Suprised
1428.wav,Angry
1429.wav,Neutral
1430.wav,Sad
1431.wav,Angry
1432.wav,Neutral
1433.wav,Suprised
1434.wav,Angry
1435.wav,Angry
1436.wav,Neutral
1437.wav,Suprised
1438.wav,Angry
