filename,emotion
370.wav,Disgusted
371.wav,Happy
372.wav,Sad
373.wav,Happy
374.wav,Fearful
375.wav,Happy
376.wav,Sad
377.wav,Fearful
378.wav,Fearful
379.wav,Sad
380.wav,Angry
381.wav,Fearful
382.wav,Fearful
383.wav,Happy
384.wav,Disgusted
385.wav,Sad
386.wav,Happy
387.wav,Angry
388.wav,Sad
389.wav,Sad
390.wav,Angry
391.wav,Angry
392.wav,Sad
393.wav,Fearful
394.wav,Fearful
395.wav,Happy
396.wav,Disgusted
397.wav,Sad
398.wav,Disgusted
399.wav,Fearful
400.wav,Happy
401.wav,Happy
402.wav,Sad
403.wav,Neutral
404.wav,Sad
405.wav,Neutral
406.wav,Angry
407.wav,Fearful
408.wav,Fearful
409.wav,Sad
410.wav,Fearful
411.wav,Neutral
412.wav,Fearful
413.wav,Sad
414.wav,Angry
415.wav,Neutral
416.wav,Sad
417.wav,Fearful
418.wav,Sad
419.wav,Sad
420.wav,Angry
421.wav,Happy
422.wav,Fearful
423.wav,Angry
424.wav,Sad
425.wav,Fearful
426.wav,Angry
427.wav,Neutral
428.wav,Angry
429.wav,Sad
430.wav,Sad
431.wav,Sad
432.wav,Fearful
433.wav,Neutral
434.wav,Disgusted
435.wav,Sad
436.wav,Happy
437.wav,Sad
438.wav,Fearful
439.wav,Neutral
440.wav,Happy
441.wav,Disgusted
442.wav,Sad
443.wav,Suprised
444.wav,Fearful
445.wav,Fearful
446.wav,Happy
447.wav,Sad
448.wav,Fearful
449.wav,Sad
450.wav,Fearful
451.wav,Neutral
452.wav,Happy
453.wav,Fearful
454.wav,Fearful
455.wav,Sad
456.wav,Sad
457.wav,Disgusted
458.wav,Sad
459.wav,Sad
460.wav,Happy
461.wav,Fearful
462.wav,Happy
463.wav,Sad
464.wav,Disgusted
465.wav,Sad
466.wav,Sad
467.wav,Sad
468.wav,Fearful
469.wav,Sad
470.wav,Sad
471.wav,Sad
472.wav,Happy
473.wav,Fearful
474.wav,Sad
475.wav,Sad
476.wav,Fearful
477.wav,Sad
478.wav,Fearful
479.wav,Fearful
480.wav,Angry
481.wav,Neutral
482.wav,Happy
483.wav,Fearful
484.wav,Fearful
485.wav,Disgusted
486.wav,Fearful
487.wav,Fearful
488.wav,Fearful
489.wav,Happy
490.wav,Neutral
491.wav,Fearful
492.wav,Fearful
493.wav,Neutral
494.wav,Fearful
495.wav,Fearful
496.wav,Fearful
497.wav,Happy
498.wav,Sad
499.wav,Fearful
500.wav,Disgusted
501.wav,Sad
502.wav,Sad
503.wav,Angry
504.wav,Neutral
505.wav,Angry
506.wav,Sad
507.wav,Disgusted
508.wav,Disgusted
509.wav,Sad
510.wav,Happy
511.wav,Fearful
512.wav,Disgusted
513.wav,Sad
514.wav,Disgusted
515.wav,Neutral
516.wav,Fearful
517.wav,Disgusted
518.wav,Neutral
519.wav,Sad
520.wav,Fearful
521.wav,Sad
522.wav,Fearful
523.wav,Happy
524.wav,Fearful
525.wav,Fearful
526.wav,Disgusted
527.wav,Fearful
528.wav,Angry
529.wav,Neutral
530.wav,Neutral
531.wav,Fearful
532.wav,Disgusted
533.wav,Fearful
534.wav,Suprised
535.wav,Fearful
536.wav,Angry
537.wav,Disgusted
538.wav,Angry
539.wav,Fearful
540.wav,Sad
541.wav,Sad
542.wav,Neutral
543.wav,Neutral
544.wav,Angry
545.wav,Happy
546.wav,Sad
547.wav,Sad
548.wav,Neutral
549.wav,Disgusted
550.wav,Sad
551.wav,Sad
552.wav,Neutral
553.wav,Fearful
554.wav,Fearful
555.wav,Happy
556.wav,Happy
557.wav,Angry
558.wav,Sad
559.wav,Angry
560.wav,Sad
561.wav,Fearful
562.wav,Neutral
563.wav,Happy
564.wav,Angry
565.wav,Fearful
566.wav,Fearful
567.wav,Happy
568.wav,Happy
569.wav,Sad
570.wav,Fearful
571.wav,Sad
572.wav,Angry
573.wav,Happy
574.wav,Sad
575.wav,Happy
576.wav,Suprised
577.wav,Sad
578.wav,Fearful
579.wav,Sad
580.wav,Disgusted
581.wav,Neutral
582.wav,Happy
583.wav,Angry
584.wav,Fearful
585.wav,Fearful
586.wav,Angry
587.wav,Sad
588.wav,Sad
589.wav,Fearful
590.wav,Neutral
591.wav,Angry
592.wav,Disgusted
593.wav,Neutral
594.wav,Sad
595.wav,Fearful
596.wav,Sad
597.wav,Happy
598.wav,Sad
599.wav,Happy
600.wav,Neutral
601.wav,Suprised
602.wav,Fearful
603.wav,Happy
604.wav,Angry
605.wav,Sad
606.wav,Sad
607.wav,Sad
608.wav,Fearful
609.wav,Suprised
610.wav,Angry
611.wav,Sad
612.wav,Neutral
613.wav,Disgusted
614.wav,Fearful
615.wav,Fearful
616.wav,Neutral
617.wav,Fearful
618.wav,Angry
619.wav,Neutral
620.wav,Fearful
621.wav,Sad
622.wav,Sad
623.wav,Happy
624.wav,Angry
625.wav,Happy
626.wav,Fearful
627.wav,Angry
628.wav,Angry
629.wav,Fearful
630.wav,Happy
631.wav,Happy
632.wav,Neutral
633.wav,Disgusted
634.wav,Neutral
635.wav,Fearful
636.wav,Happy
637.wav,Angry
638.wav,Fearful
639.wav,Disgusted
640.wav,Suprised
641.wav,Sad
642.wav,Neutral
643.wav,Sad
644.wav,Disgusted
645.wav,Neutral
646.wav,Fearful
647.wav,Fearful
648.wav,Sad
649.wav,Fearful
650.wav,Sad
651.wav,Fearful
652.wav,Disgusted
653.wav,Sad
654.wav,Angry
655.wav,Happy
656.wav,Sad
657.wav,Fearful
658.wav,Sad
659.wav,Happy
660.wav,Fearful
661.wav,Sad
662.wav,Disgusted
663.wav,Disgusted
664.wav,Fearful
665.wav,Sad
666.wav,Fearful
667.wav,Happy
668.wav,Sad
669.wav,Sad
670.wav,Sad
671.wav,Fearful
672.wav,Fearful
673.wav,Neutral
674.wav,Fearful
675.wav,Fearful
676.wav,Sad
677.wav,Happy
678.wav,Sad
679.wav,Neutral
680.wav,Neutral
681.wav,Happy
682.wav,Happy
683.wav,Sad
684.wav,Fearful
685.wav,Happy
686.wav,Sad
687.wav,Fearful
688.wav,Sad
689.wav,Fearful
690.wav,Angry
691.wav,Fearful
692.wav,Angry
693.wav,Suprised
694.wav,Fearful
695.wav,Disgusted
696.wav,Fearful
697.wav,Fearful
698.wav,Neutral
699.wav,Disgusted
700.wav,Neutral
701.wav,Fearful
702.wav,Happy
703.wav,Sad
704.wav,Fearful
705.wav,Sad
706.wav,Happy
707.wav,Sad
708.wav,Sad
709.wav,Sad
710.wav,Happy
711.wav,Sad
712.wav,Neutral
713.wav,Angry
714.wav,Fearful
715.wav,Happy
716.wav,Sad
717.wav,Angry
718.wav,Angry
719.wav,Happy
720.wav,Sad
721.wav,Fearful
722.wav,Happy
723.wav,Sad
724.wav,Fearful
725.wav,Neutral
726.wav,Sad
727.wav,Happy
728.wav,Sad
729.wav,Happy
730.wav,Sad
731.wav,Fearful
732.wav,Happy
733.wav,Fearful
734.wav,Sad
735.wav,Neutral
736.wav,Fearful
737.wav,Happy
738.wav,Sad
739.wav,Fearful
740.wav,Neutral
741.wav,Neutral
742.wav,Happy
743.wav,Fearful
744.wav,Fearful
745.wav,Happy
746.wav,Angry
747.wav,Fearful
748.wav,Fearful
749.wav,Angry
750.wav,Angry
751.wav,Disgusted
752.wav,Sad
753.wav,Fearful
754.wav,Happy
755.wav,Happy
756.wav,Happy
757.wav,Fearful
758.wav,Disgusted
759.wav,Sad
760.wav,Sad
761.wav,Fearful
762.wav,Neutral
763.wav,Neutral
764.wav,Sad
765.wav,Angry
766.wav,Fearful
767.wav,Sad
768.wav,Sad
769.wav,Neutral
770.wav,Angry
771.wav,Neutral
772.wav,Fearful
773.wav,Happy
774.wav,Sad
775.wav,Sad
776.wav,Sad
777.wav,Sad
778.wav,Sad
779.wav,Fearful
780.wav,Angry
781.wav,Neutral
782.wav,Sad
783.wav,Neutral
784.wav,Happy
785.wav,Angry
786.wav,Neutral
787.wav,Angry
788.wav,Neutral
789.wav,Suprised
790.wav,Neutral
791.wav,Fearful
792.wav,Sad
793.wav,Fearful
794.wav,Happy
795.wav,Fearful
796.wav,Happy
797.wav,Angry
798.wav,Neutral
799.wav,Sad
800.wav,Sad
801.wav,Fearful
802.wav,Happy
803.wav,Happy
804.wav,Disgusted
805.wav,Disgusted
806.wav,Happy
807.wav,Suprised
808.wav,Sad
809.wav,Happy
810.wav,Suprised
811.wav,Fearful
812.wav,Happy
813.wav,Fearful
814.wav,Happy
815.wav,Fearful
816.wav,Angry
817.wav,Fearful
818.wav,Happy
819.wav,Happy
820.wav,Happy
821.wav,Happy
822.wav,Sad
823.wav,Fearful
824.wav,Neutral
825.wav,Neutral
826.wav,Fearful
827.wav,Neutral
828.wav,Happy
829.wav,Neutral
830.wav,Suprised
831.wav,Fearful
832.wav,Fearful
833.wav,Fearful
834.wav,Happy
835.wav,Happy
836.wav,Neutral
837.wav,Happy
838.wav,Sad
839.wav,Neutral
840.wav,Sad
841.wav,Sad
842.wav,Fearful
843.wav,Angry
844.wav,Disgusted
845.wav,Sad
846.wav,Sad
847.wav,Neutral
848.wav,Happy
849.wav,Happy
850.wav,Neutral
851.wav,Sad
852.wav,Happy
853.wav,Happy
854.wav,Fearful
855.wav,Neutral
856.wav,Disgusted
857.wav,Happy
858.wav,Suprised
859.wav,Sad
860.wav,Fearful
861.wav,Happy
862.wav,Sad
863.wav,Sad
864.wav,Sad
865.wav,Disgusted
866.wav,Sad
867.wav,Disgusted
868.wav,Disgusted
869.wav,Neutral
870.wav,Fearful
871.wav,Sad
872.wav,Happy
873.wav,Fearful
874.wav,Fearful
875.wav,Neutral
876.wav,Angry
877.wav,Fearful
878.wav,Happy
879.wav,Neutral
880.wav,Angry
881.wav,Fearful
882.wav,Angry
883.wav,Happy
884.wav,Fearful
885.wav,Happy
886.wav,Disgusted
887.wav,Suprised
888.wav,Fearful
889.wav,Happy
890.wav,Sad
891.wav,Sad
892.wav,Sad
893.wav,Happy
894.wav,Angry
895.wav,Sad
896.wav,Neutral
897.wav,Sad
898.wav,Sad
899.wav,Suprised
900.wav,Fearful
901.wav,Fearful
902.wav,Happy
903.wav,Sad
904.wav,Sad
905.wav,Fearful
906.wav,Sad
907.wav,Sad
908.wav,Happy
909.wav,Sad
910.wav,Sad
911.wav,Neutral
912.wav,Fearful
913.wav,Sad
914.wav,Neutral
915.wav,Happy
916.wav,Neutral
917.wav,Disgusted
918.wav,Sad
919.wav,Fearful
920.wav,Sad
921.wav,Fearful
922.wav,Sad
923.wav,Happy
924.wav,Sad
925.wav,Sad
926.wav,Fearful
927.wav,Neutral
928.wav,Happy
929.wav,Sad
930.wav,Angry
931.wav,Suprised
932.wav,Disgusted
933.wav,Disgusted
934.wav,Neutral
935.wav,Angry
936.wav,Disgusted
937.wav,Happy
938.wav,Neutral
939.wav,Sad
940.wav,Neutral
941.wav,Fearful
942.wav,Neutral
943.wav,Happy
944.wav,Sad
945.wav,Angry
946.wav,Neutral
947.wav,Fearful
948.wav,Happy
949.wav,Fearful
950.wav,Happy
951.wav,Fearful
952.wav,Neutral
953.wav,Fearful
954.wav,Angry
955.wav,Fearful
956.wav,Neutral
957.wav,Fearful
958.wav,Fearful
959.wav,Fearful
960.wav,Fearful
961.wav,Angry
962.wav,Angry
963.wav,Angry
964.wav,Fearful
965.wav,Happy
966.wav,Fearful
967.wav,Fearful
968.wav,Sad
969.wav,Happy
970.wav,Fearful
971.wav,Happy
972.wav,Happy
973.wav,Fearful
974.wav,Fearful
975.wav,Sad
976.wav,Happy
977.wav,Sad
978.wav,Neutral
979.wav,Happy
980.wav,Sad
981.wav,Fearful
982.wav,Neutral
983.wav,Suprised
984.wav,Sad
985.wav,Neutral
986.wav,Sad
987.wav,Disgusted
988.wav,Neutral
989.wav,Happy
990.wav,Happy
991.wav,Neutral
992.wav,Happy
993.wav,Sad
994.wav,Sad
995.wav,Angry
996.wav,Neutral
997.wav,Fearful
998.wav,Fearful
999.wav,Fearful
1000.wav,Fearful
1001.wav,Happy
1002.wav,Fearful
1003.wav,Angry
1004.wav,Sad
1005.wav,Sad
1006.wav,Disgusted
1007.wav,Fearful
1008.wav,Fearful
1009.wav,Happy
1010.wav,Fearful
1011.wav,Fearful
1012.wav,Fearful
1013.wav,Fearful
1014.wav,Sad
1015.wav,Fearful
1016.wav,Sad
1017.wav,Fearful
1018.wav,Fearful
1019.wav,Angry
1020.wav,Sad
1021.wav,Fearful
1022.wav,Fearful
1023.wav,Sad
1024.wav,Suprised
1025.wav,Angry
1026.wav,Sad
1027.wav,Fearful
1028.wav,Fearful
1029.wav,Sad
1030.wav,Happy
1031.wav,Suprised
1032.wav,Sad
1033.wav,Sad
1034.wav,Fearful
1035.wav,Sad
1036.wav,Fearful
1037.wav,Sad
1038.wav,Disgusted
1039.wav,Disgusted
1040.wav,Happy
1041.wav,Sad
1042.wav,Angry
1043.wav,Suprised
1044.wav,Fearful
1045.wav,Happy
1046.wav,Happy
1047.wav,Neutral
1048.wav,Neutral
1049.wav,Disgusted
1050.wav,Sad
1051.wav,Fearful
1052.wav,Neutral
1053.wav,Fearful
1054.wav,Fearful
1055.wav,Neutral
1056.wav,Fearful
1057.wav,Neutral
1058.wav,Suprised
1059.wav,Suprised
1060.wav,Sad
1061.wav,Happy
1062.wav,Suprised
1063.wav,Happy
1064.wav,Sad
1065.wav,Angry
1066.wav,Happy
1067.wav,Neutral
1068.wav,Happy
1069.wav,Disgusted
1070.wav,Suprised
1071.wav,Suprised
1072.wav,Sad
1073.wav,Sad
1074.wav,Neutral
1075.wav,Fearful
1076.wav,Sad
1077.wav,Happy
1078.wav,Disgusted
1079.wav,Happy
1080.wav,Angry
1081.wav,Neutral
1082.wav,Angry
1083.wav,Fearful
1084.wav,Neutral
1085.wav,Happy
1086.wav,Neutral
1087.wav,Sad
1088.wav,Fearful
1089.wav,Neutral
1090.wav,Neutral
1091.wav,Happy
1092.wav,Neutral
1093.wav,Fearful
1094.wav,Happy
1095.wav,Sad
1096.wav,Sad
1097.wav,Fearful
1098.wav,Fearful
1099.wav,Neutral
1100.wav,Disgusted
1101.wav,Fearful
1102.wav,Fearful
1103.wav,Angry
1104.wav,Sad
1105.wav,Sad
1106.wav,Neutral
1107.wav,Neutral
1108.wav,Neutral
1109.wav,Happy
1110.wav,Fearful
1111.wav,Sad
1112.wav,Neutral
1113.wav,Angry
1114.wav,Fearful
1115.wav,Angry
1116.wav,Angry
1117.wav,Fearful
1118.wav,Fearful
1119.wav,Sad
1120.wav,Fearful
1121.wav,Fearful
1122.wav,Fearful
1123.wav,Happy
1124.wav,Sad
1125.wav,Fearful
1126.wav,Sad
1127.wav,Fearful
1128.wav,Disgusted
1129.wav,Happy
1130.wav,Neutral
1131.wav,Angry
1132.wav,Happy
1133.wav,Happy
1134.wav,Neutral
1135.wav,Fearful
1136.wav,Neutral
1137.wav,Fearful
1138.wav,Angry
1139.wav,Happy
1140.wav,Happy
1141.wav,Sad
1142.wav,Sad
1143.wav,Sad
1144.wav,Neutral
1145.wav,Fearful
1146.wav,Angry
1147.wav,Neutral
1148.wav,Neutral
1149.wav,Fearful
1150.wav,Neutral
1151.wav,Happy
1152.wav,Happy
1153.wav,Angry
1154.wav,Happy
1155.wav,Happy
1156.wav,Fearful
1157.wav,Fearful
1158.wav,Disgusted
1159.wav,Happy
1160.wav,Sad
1161.wav,Disgusted
1162.wav,Happy
1163.wav,Suprised
1164.wav,Neutral
1165.wav,Happy
1166.wav,Neutral
1167.wav,Fearful
1168.wav,Fearful
1169.wav,Fearful
1170.wav,Neutral
1171.wav,Happy
1172.wav,Fearful
1173.wav,Sad
1174.wav,Sad
1175.wav,Fearful
1176.wav,Sad
1177.wav,Sad
1178.wav,Sad
1179.wav,Fearful
1180.wav,Happy
1181.wav,Fearful
1182.wav,Suprised
1183.wav,Sad
1184.wav,Sad
1185.wav,Happy
1186.wav,Sad
1187.wav,Angry
1188.wav,Happy
1189.wav,Sad
1190.wav,Fearful
1191.wav,Angry
1192.wav,Happy
1193.wav,Happy
1194.wav,Sad
1195.wav,Angry
1196.wav,Fearful
1197.wav,Happy
1198.wav,Neutral
1199.wav,Sad
1200.wav,Disgusted
1201.wav,Sad
1202.wav,Sad
1203.wav,Angry
1204.wav,Sad
1205.wav,Angry
1206.wav,Fearful
1207.wav,Fearful
1208.wav,Happy
1209.wav,Neutral
1210.wav,Suprised
1211.wav,Sad
1212.wav,Disgusted
1213.wav,Suprised
1214.wav,Sad
1215.wav,Fearful
1216.wav,Fearful
1217.wav,Happy
1218.wav,Fearful
1219.wav,Disgusted
1220.wav,Neutral
1221.wav,Neutral
1222.wav,Angry
1223.wav,Neutral
1224.wav,Angry
1225.wav,Fearful
1226.wav,Neutral
1227.wav,Neutral
1228.wav,Sad
1229.wav,Suprised
1230.wav,Neutral
1231.wav,Sad
1232.wav,Angry
1233.wav,Disgusted
1234.wav,Neutral
1235.wav,Angry
1236.wav,Happy
1237.wav,Fearful
1238.wav,Sad
1239.wav,Neutral
1240.wav,Happy
1241.wav,Sad
1242.wav,Sad
1243.wav,Sad
1244.wav,Disgusted
1245.wav,Fearful
1246.wav,Sad
1247.wav,Sad
1248.wav,Sad
1249.wav,Fearful
1250.wav,Angry
1251.wav,Disgusted
1252.wav,Disgusted
1253.wav,Neutral
1254.wav,Happy
1255.wav,Neutral
1256.wav,Sad
1257.wav,Angry
1258.wav,Fearful
1259.wav,Angry
1260.wav,Sad
1261.wav,Sad
1262.wav,Sad
1263.wav,Fearful
1264.wav,Sad
1265.wav,Happy
1266.wav,Angry
1267.wav,Neutral
1268.wav,Fearful
1269.wav,Sad
1270.wav,Angry
1271.wav,Fearful
1272.wav,Sad
1273.wav,Neutral
1274.wav,Sad
1275.wav,Fearful
1276.wav,Sad
1277.wav,Sad
1278.wav,Happy
1279.wav,Neutral
1280.wav,Angry
1281.wav,Happy
1282.wav,Angry
1283.wav,Angry
1284.wav,Suprised
1285.wav,Neutral
1286.wav,Sad
1287.wav,Fearful
1288.wav,Happy
1289.wav,Sad
1290.wav,Disgusted
1291.wav,Neutral
1292.wav,Sad
1293.wav,Happy
1294.wav,Angry
1295.wav,Fearful
1296.wav,Sad
1297.wav,Sad
1298.wav,Angry
1299.wav,Fearful
1300.wav,Happy
1301.wav,Sad
1302.wav,Angry
1303.wav,Disgusted
1304.wav,Happy
1305.wav,Sad
1306.wav,Fearful
1307.wav,Disgusted
1308.wav,Sad
1309.wav,Sad
1310.wav,Happy
1311.wav,Fearful
1312.wav,Disgusted
1313.wav,Fearful
1314.wav,Fearful
1315.wav,Neutral
1316.wav,Neutral
1317.wav,Neutral
1318.wav,Neutral
1319.wav,Happy
1320.wav,Angry
1321.wav,Happy
1322.wav,Sad
1323.wav,Sad
1324.wav,Sad
1325.wav,Angry
1326.wav,Angry
1327.wav,Fearful
1328.wav,Fearful
1329.wav,Disgusted
1330.wav,Neutral
1331.wav,Sad
1332.wav,Disgusted
1333.wav,Happy
1334.wav,Happy
1335.wav,Fearful
1336.wav,Happy
1337.wav,Happy
1338.wav,Fearful
1339.wav,Happy
1340.wav,Sad
1341.wav,Fearful
1342.wav,Sad
1343.wav,Fearful
1344.wav,Happy
1345.wav,Sad
1346.wav,Sad
1347.wav,Neutral
1348.wav,Fearful
1349.wav,Neutral
1350.wav,Angry
1351.wav,Angry
1352.wav,Disgusted
1353.wav,Happy
1354.wav,Angry
1355.wav,Disgusted
1356.wav,Sad
1357.wav,Disgusted
1358.wav,Angry
1359.wav,Happy
1360.wav,Happy
1361.wav,Sad
1362.wav,Sad
1363.wav,Neutral
1364.wav,Neutral
1365.wav,Sad
1366.wav,Angry
1367.wav,Angry
1368.wav,Neutral
1369.wav,Happy
1370.wav,Sad
1371.wav,Sad
1372.wav,Neutral
1373.wav,Happy
1374.wav,Happy
1375.wav,Sad
1376.wav,Angry
1377.wav,Disgusted
1378.wav,Fearful
1379.wav,Fearful
1380.wav,Disgusted
1381.wav,Angry
1382.wav,Neutral
1383.wav,Angry
1384.wav,Fearful
1385.wav,Fearful
1386.wav,Sad
1387.wav,Fearful
1388.wav,Happy
1389.wav,Fearful
1390.wav,Sad
1391.wav,Happy
1392.wav,Happy
1393.wav,Angry
1394.wav,Fearful
1395.wav,Sad
1396.wav,Fearful
1397.wav,Fearful
1398.wav,Sad
1399.wav,Fearful
1400.wav,Angry
1401.wav,Neutral
1402.wav,Angry
1403.wav,Fearful
1404.wav,Happy
1405.wav,Sad
1406.wav,Neutral
1407.wav,Fearful
1408.wav,Angry
1409.wav,Happy
1410.wav,Neutral
1411.wav,Disgusted
1412.wav,Sad
1413.wav,Fearful
1414.wav,Sad
1415.wav,Fearful
1416.wav,Fearful
1417.wav,Suprised
1418.wav,Angry
1419.wav,Disgusted
1420.wav,Happy
1421.wav,Happy
