filename,emotion
374.wav,Happy
375.wav,Angry
376.wav,Fearful
377.wav,Happy
378.wav,Fearful
379.wav,Happy
380.wav,Angry
381.wav,Angry
382.wav,Fearful
383.wav,Fearful
384.wav,Angry
385.wav,Sad
386.wav,Happy
387.wav,Angry
388.wav,Sad
389.wav,Sad
390.wav,Angry
391.wav,Angry
392.wav,Sad
393.wav,Happy
394.wav,Angry
395.wav,Angry
396.wav,Suprised
397.wav,Sad
398.wav,Disgusted
399.wav,Happy
400.wav,Happy
401.wav,Happy
402.wav,Neutral
403.wav,Angry
404.wav,Sad
405.wav,Happy
406.wav,Angry
407.wav,Fearful
408.wav,Fearful
409.wav,Neutral
410.wav,Sad
411.wav,Neutral
412.wav,Happy
413.wav,Sad
414.wav,Angry
415.wav,Angry
416.wav,Neutral
417.wav,Angry
418.wav,Sad
419.wav,Neutral
420.wav,Angry
421.wav,Happy
422.wav,Fearful
423.wav,Angry
424.wav,Sad
425.wav,Fearful
426.wav,Suprised
427.wav,Neutral
428.wav,Angry
429.wav,Sad
430.wav,Disgusted
431.wav,Neutral
432.wav,Suprised
433.wav,Happy
434.wav,Disgusted
435.wav,Sad
436.wav,Angry
437.wav,Neutral
438.wav,Fearful
439.wav,Neutral
440.wav,Happy
441.wav,Disgusted
442.wav,Sad
443.wav,Suprised
444.wav,Fearful
445.wav,Fearful
446.wav,Happy
447.wav,Sad
448.wav,Angry
449.wav,Sad
450.wav,Happy
451.wav,Neutral
452.wav,Angry
453.wav,Happy
454.wav,Neutral
455.wav,Fearful
456.wav,Suprised
457.wav,Disgusted
458.wav,Sad
459.wav,Sad
460.wav,Angry
461.wav,Fearful
462.wav,Happy
463.wav,Suprised
464.wav,Disgusted
465.wav,Sad
466.wav,Sad
467.wav,Happy
468.wav,Happy
469.wav,Disgusted
470.wav,Sad
471.wav,Happy
472.wav,Happy
473.wav,Happy
474.wav,Sad
475.wav,Sad
476.wav,Happy
477.wav,Neutral
478.wav,Fearful
479.wav,Fearful
480.wav,Angry
481.wav,Disgusted
482.wav,Angry
483.wav,Happy
484.wav,Fearful
485.wav,Disgusted
486.wav,Neutral
487.wav,Happy
488.wav,Happy
489.wav,Angry
490.wav,Neutral
491.wav,Disgusted
492.wav,Happy
493.wav,Angry
494.wav,Suprised
495.wav,Happy
496.wav,Fearful
497.wav,Happy
498.wav,Sad
499.wav,Angry
500.wav,Disgusted
501.wav,Sad
502.wav,Sad
503.wav,Angry
504.wav,Angry
505.wav,Angry
506.wav,Sad
507.wav,Disgusted
508.wav,Disgusted
509.wav,Disgusted
510.wav,Angry
511.wav,Fearful
512.wav,Disgusted
513.wav,Sad
514.wav,Disgusted
515.wav,Neutral
516.wav,Fearful
517.wav,Disgusted
518.wav,Angry
519.wav,Sad
520.wav,Happy
521.wav,Neutral
522.wav,Disgusted
523.wav,Happy
524.wav,Fearful
525.wav,Happy
526.wav,Disgusted
527.wav,Fearful
528.wav,Angry
529.wav,Neutral
530.wav,Neutral
531.wav,Fearful
532.wav,Disgusted
533.wav,Happy
534.wav,Suprised
535.wav,Fearful
536.wav,Angry
537.wav,Disgusted
538.wav,Angry
539.wav,Fearful
540.wav,Sad
541.wav,Neutral
542.wav,Neutral
543.wav,Neutral
544.wav,Angry
545.wav,Angry
546.wav,Neutral
547.wav,Sad
548.wav,Happy
549.wav,Disgusted
550.wav,Sad
551.wav,Sad
552.wav,Angry
553.wav,Fearful
554.wav,Fearful
555.wav,Angry
556.wav,Happy
557.wav,Angry
558.wav,Neutral
559.wav,Angry
560.wav,Fearful
561.wav,Fearful
562.wav,Angry
563.wav,Angry
564.wav,Angry
565.wav,Fearful
566.wav,Happy
567.wav,Angry
568.wav,Angry
569.wav,Sad
570.wav,Happy
571.wav,Sad
572.wav,Angry
573.wav,Angry
574.wav,Sad
575.wav,Angry
576.wav,Suprised
577.wav,Neutral
578.wav,Fearful
579.wav,Disgusted
580.wav,Disgusted
581.wav,Angry
582.wav,Happy
583.wav,Angry
584.wav,Neutral
585.wav,Fearful
586.wav,Angry
587.wav,Sad
588.wav,Happy
589.wav,Happy
590.wav,Neutral
591.wav,Angry
592.wav,Angry
593.wav,Neutral
594.wav,Sad
595.wav,Disgusted
596.wav,Sad
597.wav,Angry
598.wav,Neutral
599.wav,Angry
600.wav,Neutral
601.wav,Suprised
602.wav,Happy
603.wav,Angry
604.wav,Angry
605.wav,Sad
606.wav,Neutral
607.wav,Sad
608.wav,Fearful
609.wav,Suprised
610.wav,Angry
611.wav,Sad
612.wav,Angry
613.wav,Disgusted
614.wav,Happy
615.wav,Fearful
616.wav,Neutral
617.wav,Happy
618.wav,Angry
619.wav,Happy
620.wav,Angry
621.wav,Neutral
622.wav,Disgusted
623.wav,Happy
624.wav,Angry
625.wav,Happy
626.wav,Happy
627.wav,Angry
628.wav,Angry
629.wav,Sad
630.wav,Happy
631.wav,Angry
632.wav,Neutral
633.wav,Disgusted
634.wav,Neutral
635.wav,Happy
636.wav,Angry
637.wav,Angry
638.wav,Happy
639.wav,Disgusted
640.wav,Suprised
641.wav,Sad
642.wav,Neutral
643.wav,Neutral
644.wav,Disgusted
645.wav,Neutral
646.wav,Fearful
647.wav,Angry
648.wav,Sad
649.wav,Suprised
650.wav,Sad
651.wav,Angry
652.wav,Disgusted
653.wav,Sad
654.wav,Angry
655.wav,Happy
656.wav,Fearful
657.wav,Angry
658.wav,Sad
659.wav,Happy
660.wav,Fearful
661.wav,Sad
662.wav,Angry
663.wav,Disgusted
664.wav,Fearful
665.wav,Sad
666.wav,Fearful
667.wav,Happy
668.wav,Happy
669.wav,Sad
670.wav,Neutral
671.wav,Fearful
672.wav,Angry
673.wav,Happy
674.wav,Happy
675.wav,Happy
676.wav,Happy
677.wav,Happy
678.wav,Sad
679.wav,Angry
680.wav,Neutral
681.wav,Happy
682.wav,Happy
683.wav,Sad
684.wav,Fearful
685.wav,Angry
686.wav,Sad
687.wav,Fearful
688.wav,Sad
689.wav,Happy
690.wav,Angry
691.wav,Happy
692.wav,Angry
693.wav,Suprised
694.wav,Angry
695.wav,Suprised
696.wav,Happy
697.wav,Angry
698.wav,Neutral
699.wav,Angry
700.wav,Neutral
701.wav,Fearful
702.wav,Happy
703.wav,Happy
704.wav,Angry
705.wav,Sad
706.wav,Happy
707.wav,Angry
708.wav,Disgusted
709.wav,Disgusted
710.wav,Angry
711.wav,Neutral
712.wav,Angry
713.wav,Angry
714.wav,Fearful
715.wav,Happy
716.wav,Neutral
717.wav,Angry
718.wav,Angry
719.wav,Angry
720.wav,Sad
721.wav,Angry
722.wav,Happy
723.wav,Fearful
724.wav,Fearful
725.wav,Neutral
726.wav,Sad
727.wav,Angry
728.wav,Sad
729.wav,Angry
730.wav,Sad
731.wav,Happy
732.wav,Happy
733.wav,Sad
734.wav,Sad
735.wav,Neutral
736.wav,Happy
737.wav,Angry
738.wav,Sad
739.wav,Fearful
740.wav,Neutral
741.wav,Neutral
742.wav,Angry
743.wav,Happy
744.wav,Fearful
745.wav,Happy
746.wav,Angry
747.wav,Disgusted
748.wav,Neutral
749.wav,Angry
750.wav,Angry
751.wav,Disgusted
752.wav,Neutral
753.wav,Angry
754.wav,Angry
755.wav,Happy
756.wav,Happy
757.wav,Fearful
758.wav,Disgusted
759.wav,Happy
760.wav,Fearful
761.wav,Disgusted
762.wav,Neutral
763.wav,Happy
764.wav,Neutral
765.wav,Angry
766.wav,Suprised
767.wav,Sad
768.wav,Sad
769.wav,Neutral
770.wav,Angry
771.wav,Neutral
772.wav,Fearful
773.wav,Angry
774.wav,Sad
775.wav,Fearful
776.wav,Sad
777.wav,Disgusted
778.wav,Sad
779.wav,Angry
780.wav,Angry
781.wav,Neutral
782.wav,Suprised
783.wav,Happy
784.wav,Happy
785.wav,Angry
786.wav,Angry
787.wav,Angry
788.wav,Neutral
789.wav,Suprised
790.wav,Angry
791.wav,Happy
792.wav,Sad
793.wav,Fearful
794.wav,Happy
795.wav,Fearful
796.wav,Happy
797.wav,Angry
798.wav,Angry
799.wav,Sad
800.wav,Sad
801.wav,Fearful
802.wav,Happy
803.wav,Happy
804.wav,Disgusted
805.wav,Angry
806.wav,Angry
807.wav,Suprised
808.wav,Disgusted
809.wav,Happy
810.wav,Suprised
811.wav,Fearful
812.wav,Happy
813.wav,Angry
814.wav,Happy
815.wav,Happy
816.wav,Angry
817.wav,Angry
818.wav,Angry
819.wav,Angry
820.wav,Happy
821.wav,Happy
822.wav,Disgusted
823.wav,Happy
824.wav,Happy
825.wav,Happy
826.wav,Fearful
827.wav,Neutral
828.wav,Angry
829.wav,Neutral
830.wav,Suprised
831.wav,Fearful
832.wav,Sad
833.wav,Fearful
834.wav,Angry
835.wav,Angry
836.wav,Neutral
837.wav,Disgusted
838.wav,Neutral
839.wav,Neutral
840.wav,Sad
841.wav,Happy
842.wav,Fearful
843.wav,Angry
844.wav,Disgusted
845.wav,Neutral
846.wav,Happy
847.wav,Disgusted
848.wav,Happy
849.wav,Happy
850.wav,Neutral
851.wav,Sad
852.wav,Happy
853.wav,Angry
854.wav,Angry
855.wav,Neutral
856.wav,Disgusted
857.wav,Happy
858.wav,Suprised
859.wav,Sad
860.wav,Fearful
861.wav,Happy
862.wav,Sad
863.wav,Sad
864.wav,Sad
865.wav,Disgusted
866.wav,Sad
867.wav,Angry
868.wav,Disgusted
869.wav,Happy
870.wav,Angry
871.wav,Sad
872.wav,Happy
873.wav,Fearful
874.wav,Angry
875.wav,Happy
876.wav,Angry
877.wav,Happy
878.wav,Angry
879.wav,Neutral
880.wav,Angry
881.wav,Neutral
882.wav,Angry
883.wav,Happy
884.wav,Angry
885.wav,Angry
886.wav,Disgusted
887.wav,Suprised
888.wav,Fearful
889.wav,Suprised
890.wav,Neutral
891.wav,Angry
892.wav,Sad
893.wav,Happy
894.wav,Angry
895.wav,Neutral
896.wav,Happy
897.wav,Disgusted
898.wav,Disgusted
899.wav,Suprised
900.wav,Angry
901.wav,Fearful
902.wav,Happy
903.wav,Sad
904.wav,Happy
905.wav,Fearful
906.wav,Sad
907.wav,Sad
908.wav,Angry
909.wav,Sad
910.wav,Disgusted
911.wav,Neutral
912.wav,Angry
913.wav,Sad
914.wav,Neutral
915.wav,Angry
916.wav,Happy
917.wav,Disgusted
918.wav,Sad
919.wav,Angry
920.wav,Disgusted
921.wav,Fearful
922.wav,Sad
923.wav,Angry
924.wav,Happy
925.wav,Sad
926.wav,Happy
927.wav,Neutral
928.wav,Angry
929.wav,Sad
930.wav,Angry
931.wav,Suprised
932.wav,Disgusted
933.wav,Disgusted
934.wav,Neutral
935.wav,Angry
936.wav,Disgusted
937.wav,Angry
938.wav,Neutral
939.wav,Sad
940.wav,Neutral
941.wav,Angry
942.wav,Neutral
943.wav,Angry
944.wav,Sad
945.wav,Angry
946.wav,Neutral
947.wav,Fearful
948.wav,Happy
949.wav,Neutral
950.wav,Angry
951.wav,Fearful
952.wav,Neutral
953.wav,Fearful
954.wav,Angry
955.wav,Fearful
956.wav,Happy
957.wav,Happy
958.wav,Happy
959.wav,Fearful
960.wav,Disgusted
961.wav,Angry
962.wav,Angry
963.wav,Angry
964.wav,Angry
965.wav,Angry
966.wav,Fearful
967.wav,Disgusted
968.wav,Sad
969.wav,Happy
970.wav,Fearful
971.wav,Happy
972.wav,Happy
973.wav,Happy
974.wav,Happy
975.wav,Disgusted
976.wav,Happy
977.wav,Neutral
978.wav,Happy
979.wav,Happy
980.wav,Neutral
981.wav,Angry
982.wav,Neutral
983.wav,Suprised
984.wav,Fearful
985.wav,Happy
986.wav,Neutral
987.wav,Disgusted
988.wav,Happy
989.wav,Happy
990.wav,Happy
991.wav,Happy
992.wav,Angry
993.wav,Sad
994.wav,Sad
995.wav,Angry
996.wav,Neutral
997.wav,Fearful
998.wav,Happy
999.wav,Angry
1000.wav,Angry
1001.wav,Happy
1002.wav,Happy
1003.wav,Angry
1004.wav,Sad
1005.wav,Sad
1006.wav,Disgusted
1007.wav,Fearful
1008.wav,Happy
1009.wav,Happy
1010.wav,Fearful
1011.wav,Fearful
1012.wav,Happy
1013.wav,Fearful
1014.wav,Sad
1015.wav,Fearful
1016.wav,Disgusted
1017.wav,Fearful
1018.wav,Happy
1019.wav,Angry
1020.wav,Sad
1021.wav,Fearful
1022.wav,Fearful
1023.wav,Disgusted
1024.wav,Suprised
1025.wav,Angry
1026.wav,Sad
1027.wav,Fearful
1028.wav,Happy
1029.wav,Neutral
1030.wav,Happy
1031.wav,Suprised
1032.wav,Sad
1033.wav,Disgusted
1034.wav,Fearful
1035.wav,Sad
1036.wav,Angry
1037.wav,Neutral
1038.wav,Disgusted
1039.wav,Disgusted
1040.wav,Happy
1041.wav,Sad
1042.wav,Angry
1043.wav,Suprised
1044.wav,Fearful
1045.wav,Angry
1046.wav,Angry
1047.wav,Angry
1048.wav,Neutral
1049.wav,Disgusted
1050.wav,Sad
1051.wav,Fearful
1052.wav,Neutral
1053.wav,Sad
1054.wav,Neutral
1055.wav,Happy
1056.wav,Happy
1057.wav,Neutral
1058.wav,Angry
1059.wav,Suprised
1060.wav,Sad
1061.wav,Angry
1062.wav,Suprised
1063.wav,Angry
1064.wav,Sad
1065.wav,Angry
1066.wav,Angry
1067.wav,Neutral
1068.wav,Angry
1069.wav,Happy
1070.wav,Suprised
1071.wav,Suprised
1072.wav,Sad
1073.wav,Sad
1074.wav,Neutral
1075.wav,Happy
1076.wav,Sad
1077.wav,Angry
1078.wav,Disgusted
1079.wav,Happy
1080.wav,Angry
1081.wav,Happy
1082.wav,Angry
1083.wav,Happy
1084.wav,Neutral
1085.wav,Happy
1086.wav,Neutral
1087.wav,Sad
1088.wav,Fearful
1089.wav,Happy
1090.wav,Neutral
1091.wav,Happy
1092.wav,Angry
1093.wav,Sad
1094.wav,Happy
1095.wav,Sad
1096.wav,Neutral
1097.wav,Fearful
1098.wav,Fearful
1099.wav,Neutral
1100.wav,Angry
1101.wav,Fearful
1102.wav,Happy
1103.wav,Angry
1104.wav,Neutral
1105.wav,Sad
1106.wav,Neutral
1107.wav,Neutral
1108.wav,Neutral
1109.wav,Angry
1110.wav,Suprised
1111.wav,Neutral
1112.wav,Neutral
1113.wav,Angry
1114.wav,Sad
1115.wav,Angry
1116.wav,Angry
1117.wav,Happy
1118.wav,Angry
1119.wav,Sad
1120.wav,Fearful
1121.wav,Fearful
1122.wav,Fearful
1123.wav,Suprised
1124.wav,Sad
1125.wav,Fearful
1126.wav,Neutral
1127.wav,Fearful
1128.wav,Angry
1129.wav,Angry
1130.wav,Neutral
1131.wav,Angry
1132.wav,Happy
1133.wav,Happy
1134.wav,Angry
1135.wav,Neutral
1136.wav,Neutral
1137.wav,Fearful
1138.wav,Angry
1139.wav,Happy
1140.wav,Happy
1141.wav,Sad
1142.wav,Happy
1143.wav,Happy
1144.wav,Neutral
1145.wav,Fearful
1146.wav,Angry
1147.wav,Neutral
1148.wav,Disgusted
1149.wav,Fearful
1150.wav,Neutral
1151.wav,Happy
1152.wav,Angry
1153.wav,Angry
1154.wav,Angry
1155.wav,Happy
1156.wav,Fearful
1157.wav,Angry
1158.wav,Disgusted
1159.wav,Happy
1160.wav,Sad
1161.wav,Disgusted
1162.wav,Happy
1163.wav,Suprised
1164.wav,Angry
1165.wav,Angry
1166.wav,Neutral
1167.wav,Angry
1168.wav,Happy
1169.wav,Neutral
1170.wav,Happy
1171.wav,Angry
1172.wav,Angry
1173.wav,Neutral
1174.wav,Neutral
1175.wav,Fearful
1176.wav,Sad
1177.wav,Sad
1178.wav,Neutral
1179.wav,Happy
1180.wav,Angry
1181.wav,Sad
1182.wav,Suprised
1183.wav,Neutral
1184.wav,Sad
1185.wav,Happy
1186.wav,Sad
1187.wav,Angry
1188.wav,Happy
1189.wav,Sad
1190.wav,Neutral
1191.wav,Angry
1192.wav,Happy
1193.wav,Happy
1194.wav,Fearful
1195.wav,Angry
1196.wav,Angry
1197.wav,Angry
1198.wav,Neutral
1199.wav,Sad
1200.wav,Disgusted
1201.wav,Sad
1202.wav,Fearful
1203.wav,Angry
1204.wav,Neutral
1205.wav,Angry
1206.wav,Neutral
1207.wav,Neutral
1208.wav,Happy
1209.wav,Neutral
1210.wav,Suprised
1211.wav,Angry
1212.wav,Disgusted
1213.wav,Suprised
1214.wav,Neutral
1215.wav,Fearful
1216.wav,Happy
1217.wav,Angry
1218.wav,Disgusted
1219.wav,Angry
1220.wav,Happy
1221.wav,Angry
1222.wav,Angry
1223.wav,Neutral
1224.wav,Angry
1225.wav,Happy
1226.wav,Neutral
1227.wav,Angry
1228.wav,Sad
1229.wav,Suprised
1230.wav,Neutral
1231.wav,Sad
1232.wav,Angry
1233.wav,Disgusted
1234.wav,Happy
1235.wav,Angry
1236.wav,Angry
1237.wav,Fearful
1238.wav,Suprised
1239.wav,Neutral
1240.wav,Angry
1241.wav,Sad
1242.wav,Neutral
1243.wav,Disgusted
1244.wav,Happy
1245.wav,Happy
1246.wav,Sad
1247.wav,Neutral
1248.wav,Sad
1249.wav,Happy
1250.wav,Angry
1251.wav,Disgusted
1252.wav,Disgusted
1253.wav,Happy
1254.wav,Happy
1255.wav,Neutral
1256.wav,Angry
1257.wav,Angry
1258.wav,Happy
1259.wav,Angry
1260.wav,Disgusted
1261.wav,Sad
1262.wav,Sad
1263.wav,Fearful
1264.wav,Sad
1265.wav,Happy
1266.wav,Angry
1267.wav,Neutral
1268.wav,Happy
1269.wav,Sad
1270.wav,Angry
1271.wav,Fearful
1272.wav,Disgusted
1273.wav,Neutral
1274.wav,Fearful
1275.wav,Fearful
1276.wav,Happy
1277.wav,Disgusted
1278.wav,Happy
1279.wav,Angry
1280.wav,Angry
1281.wav,Happy
1282.wav,Angry
1283.wav,Angry
1284.wav,Suprised
1285.wav,Neutral
1286.wav,Sad
1287.wav,Fearful
1288.wav,Angry
1289.wav,Sad
1290.wav,Disgusted
1291.wav,Happy
1292.wav,Neutral
1293.wav,Angry
1294.wav,Angry
1295.wav,Happy
1296.wav,Sad
1297.wav,Sad
1298.wav,Angry
1299.wav,Angry
1300.wav,Happy
1301.wav,Sad
1302.wav,Angry
1303.wav,Fearful
1304.wav,Angry
1305.wav,Neutral
1306.wav,Fearful
1307.wav,Angry
1308.wav,Sad
1309.wav,Neutral
1310.wav,Angry
1311.wav,Fearful
1312.wav,Angry
1313.wav,Fearful
1314.wav,Fearful
1315.wav,Neutral
1316.wav,Angry
1317.wav,Disgusted
1318.wav,Neutral
1319.wav,Happy
1320.wav,Angry
1321.wav,Happy
1322.wav,Disgusted
1323.wav,Sad
1324.wav,Happy
1325.wav,Angry
1326.wav,Angry
1327.wav,Happy
1328.wav,Disgusted
1329.wav,Angry
1330.wav,Happy
1331.wav,Sad
1332.wav,Disgusted
1333.wav,Angry
1334.wav,Happy
1335.wav,Disgusted
1336.wav,Angry
1337.wav,Angry
1338.wav,Happy
1339.wav,Angry
1340.wav,Neutral
1341.wav,Fearful
1342.wav,Sad
1343.wav,Angry
1344.wav,Happy
1345.wav,Sad
1346.wav,Happy
1347.wav,Neutral
1348.wav,Fearful
1349.wav,Neutral
1350.wav,Angry
1351.wav,Angry
1352.wav,Disgusted
1353.wav,Happy
1354.wav,Suprised
1355.wav,Happy
1356.wav,Neutral
1357.wav,Disgusted
1358.wav,Angry
1359.wav,Angry
1360.wav,Angry
1361.wav,Happy
1362.wav,Sad
1363.wav,Angry
1364.wav,Neutral
1365.wav,Sad
1366.wav,Angry
1367.wav,Angry
1368.wav,Neutral
1369.wav,Happy
1370.wav,Sad
1371.wav,Happy
1372.wav,Neutral
1373.wav,Suprised
1374.wav,Angry
1375.wav,Happy
1376.wav,Angry
1377.wav,Disgusted
1378.wav,Fearful
1379.wav,Happy
1380.wav,Angry
1381.wav,Angry
1382.wav,Happy
1383.wav,Angry
1384.wav,Fearful
1385.wav,Fearful
1386.wav,Sad
1387.wav,Fearful
1388.wav,Happy
1389.wav,Fearful
1390.wav,Suprised
1391.wav,Happy
1392.wav,Happy
1393.wav,Angry
1394.wav,Happy
1395.wav,Neutral
1396.wav,Angry
1397.wav,Happy
1398.wav,Sad
1399.wav,Fearful
1400.wav,Angry
1401.wav,Happy
1402.wav,Angry
1403.wav,Fearful
1404.wav,Happy
1405.wav,Neutral
1406.wav,Neutral
1407.wav,Fearful
1408.wav,Angry
1409.wav,Happy
1410.wav,Angry
1411.wav,Angry
1412.wav,Sad
1413.wav,Happy
1414.wav,Sad
1415.wav,Angry
1416.wav,Fearful
1417.wav,Happy
1418.wav,Angry
1419.wav,Disgusted
1420.wav,Happy
1421.wav,Happy
1422.wav,Suprised
1423.wav,Angry
1424.wav,Disgusted
1425.wav,Angry
1426.wav,Fearful
1427.wav,Happy
1428.wav,Angry
1429.wav,Neutral
1430.wav,Neutral
1431.wav,Angry
